# Low Threshold: 1.962640
# High Threshold: 2.796045
# Counts - Low: 127, Moderate: 444, High: 1146
ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000333049,"mean: 0.320312, var: 0.001079","mean: 0.652832, var: 0.010682","mean: 0.497803, var: 0.002837","mean: 0.095062, var: 0.001535","mean: 0.252222, var: 0.003341","mean: 0.238245, var: 0.004310","mean: 0.007633, var: 0.000063","mean: 0.120410, var: 0.001606","mean: 0.233032, var: 0.006546","mean: 0.238452, var: 0.007823","mean: 0.028113, var: 0.000740",2.976953822963351,High
ENSP00000477967,"mean: 0.572949, var: 0.009601","mean: 0.305908, var: 0.000625","mean: 0.234741, var: 0.000934","mean: 0.226135, var: 0.007925","mean: 0.237964, var: 0.003425","mean: 0.613086, var: 0.003890","mean: 0.041333, var: 0.001141","mean: 0.297241, var: 0.010149","mean: 0.153735, var: 0.001073","mean: 0.230908, var: 0.002388","mean: 0.579980, var: 0.019805",3.433992272900506,High
ENSP00000354961,"mean: 0.604980, var: 0.008113","mean: 0.127942, var: 0.000142","mean: 0.397266, var: 0.007655","mean: 0.058252, var: 0.000976","mean: 0.337329, var: 0.029822","mean: 0.199438, var: 0.002169","mean: 0.029068, var: 0.000182","mean: 0.694189, var: 0.021035","mean: 0.020269, var: 0.000238","mean: 0.061789, var: 0.000589","mean: 0.025000, var: 0.000069",2.4870709980059145,Moderate
ENSP00000339530,"mean: 0.099939, var: 0.000457","mean: 0.290479, var: 0.000414","mean: 0.779395, var: 0.003362","mean: 0.088733, var: 0.001933","mean: 0.117029, var: 0.001117","mean: 0.164209, var: 0.004673","mean: 0.011565, var: 0.000182","mean: 0.110559, var: 0.000431","mean: 0.124811, var: 0.003193","mean: 0.084607, var: 0.000170","mean: 0.039158, var: 0.002108",2.43679231128138,Moderate
ENSP00000275227,"mean: 0.791699, var: 0.001446","mean: 0.171838, var: 0.001507","mean: 0.085083, var: 0.000163","mean: 0.077490, var: 0.000329","mean: 0.569092, var: 0.003072","mean: 0.171985, var: 0.006159","mean: 0.011877, var: 0.000144","mean: 0.415381, var: 0.003989","mean: 0.666553, var: 0.018785","mean: 0.463623, var: 0.008317","mean: 0.018026, var: 0.000368",2.635703968518071,Moderate
ENSP00000433771,"mean: 0.254565, var: 0.007166","mean: 0.728516, var: 0.002186","mean: 0.448486, var: 0.003863","mean: 0.042172, var: 0.001426","mean: 0.236523, var: 0.015206","mean: 0.238135, var: 0.001169","mean: 0.013197, var: 0.000201","mean: 0.215771, var: 0.002682","mean: 0.339819, var: 0.009622","mean: 0.232520, var: 0.000613","mean: 0.071536, var: 0.005473",3.0375607638579645,High
ENSP00000497847,"mean: 0.177832, var: 0.000163","mean: 0.737695, var: 0.005047","mean: 0.370068, var: 0.011941","mean: 0.073938, var: 0.001720","mean: 0.253442, var: 0.002085","mean: 0.346924, var: 0.003180","mean: 0.020172, var: 0.000326","mean: 0.189111, var: 0.003773","mean: 0.323047, var: 0.010870","mean: 0.323096, var: 0.004312","mean: 0.084698, var: 0.002664",3.1399687997770536,High
ENSP00000438460,"mean: 0.148193, var: 0.003640","mean: 0.263281, var: 0.000596","mean: 0.743359, var: 0.000948","mean: 0.527148, var: 0.024777","mean: 0.206958, var: 0.001565","mean: 0.322778, var: 0.011017","mean: 0.007891, var: 0.000090","mean: 0.350317, var: 0.055396","mean: 0.162683, var: 0.003603","mean: 0.064046, var: 0.001114","mean: 0.681641, var: 0.088198",3.0216130050623047,High
ENSP00000268379,"mean: 0.293921, var: 0.002849","mean: 0.203296, var: 0.001714","mean: 0.065045, var: 0.000239","mean: 0.128192, var: 0.004072","mean: 0.060657, var: 0.000247","mean: 0.912500, var: 0.000889","mean: 0.204834, var: 0.009402","mean: 0.051715, var: 0.000082","mean: 0.053833, var: 0.000085","mean: 0.075244, var: 0.000094","mean: 0.095801, var: 0.004199",2.432994850897412,Moderate
ENSP00000503453,"mean: 0.141553, var: 0.000455","mean: 0.284692, var: 0.000679","mean: 0.733203, var: 0.002912","mean: 0.133228, var: 0.002643","mean: 0.069226, var: 0.000265","mean: 0.209216, var: 0.005572","mean: 0.012052, var: 0.000135","mean: 0.181885, var: 0.004163","mean: 0.158105, var: 0.003418","mean: 0.116943, var: 0.000853","mean: 0.089413, var: 0.003235",2.764390684256095,Moderate
ENSP00000379285,"mean: 0.270435, var: 0.001328","mean: 0.138171, var: 0.000407","mean: 0.112756, var: 0.000858","mean: 0.110980, var: 0.002889","mean: 0.110767, var: 0.000662","mean: 0.909277, var: 0.000613","mean: 0.116113, var: 0.002878","mean: 0.087292, var: 0.000604","mean: 0.049115, var: 0.000042","mean: 0.061627, var: 0.000085","mean: 0.072034, var: 0.001413",2.419519240971964,Moderate
ENSP00000357914,"mean: 0.039966, var: 0.000020","mean: 0.280029, var: 0.004469","mean: 0.921191, var: 0.002626","mean: 0.102185, var: 0.000771","mean: 0.035590, var: 0.000038","mean: 0.047621, var: 0.001179","mean: 0.007076, var: 0.000067","mean: 0.050055, var: 0.000348","mean: 0.030447, var: 0.000383","mean: 0.043442, var: 0.000660","mean: 0.012995, var: 0.000241",1.5414438028010058,Low
ENSP00000333779,"mean: 0.752832, var: 0.011486","mean: 0.165894, var: 0.000600","mean: 0.128711, var: 0.000320","mean: 0.283325, var: 0.007833","mean: 0.644043, var: 0.019971","mean: 0.116248, var: 0.000816","mean: 0.017619, var: 0.000129","mean: 0.239209, var: 0.001728","mean: 0.409961, var: 0.012788","mean: 0.302246, var: 0.003383","mean: 0.086200, var: 0.001044",3.018305683987248,High
ENSP00000397759,"mean: 0.514355, var: 0.008493","mean: 0.649121, var: 0.005022","mean: 0.321924, var: 0.001985","mean: 0.063449, var: 0.001785","mean: 0.341602, var: 0.005118","mean: 0.256421, var: 0.002544","mean: 0.016649, var: 0.000162","mean: 0.415771, var: 0.013272","mean: 0.515771, var: 0.000526","mean: 0.746094, var: 0.001932","mean: 0.069791, var: 0.003135",3.0571034793006024,High
ENSP00000307260,"mean: 0.688379, var: 0.008800","mean: 0.243921, var: 0.000048","mean: 0.256104, var: 0.002233","mean: 0.100073, var: 0.004306","mean: 0.274292, var: 0.002794","mean: 0.294263, var: 0.008501","mean: 0.043524, var: 0.000470","mean: 0.679199, var: 0.020250","mean: 0.267236, var: 0.002379","mean: 0.367822, var: 0.006006","mean: 0.134045, var: 0.002607",3.2842643384575214,High
ENSP00000423712,"mean: 0.108142, var: 0.000482","mean: 0.422900, var: 0.005832","mean: 0.590332, var: 0.002629","mean: 0.035617, var: 0.000560","mean: 0.050305, var: 0.000055","mean: 0.092926, var: 0.001255","mean: 0.004580, var: 0.000028","mean: 0.029575, var: 0.000054","mean: 0.037952, var: 0.000486","mean: 0.072870, var: 0.000328","mean: 0.024658, var: 0.000724",1.9407101055692852,Low
ENSP00000380142,"mean: 0.238916, var: 0.001024","mean: 0.444287, var: 0.004496","mean: 0.556836, var: 0.003723","mean: 0.049182, var: 0.000878","mean: 0.150928, var: 0.000452","mean: 0.278125, var: 0.007144","mean: 0.023248, var: 0.000440","mean: 0.195386, var: 0.001071","mean: 0.232739, var: 0.000894","mean: 0.163452, var: 0.000703","mean: 0.072356, var: 0.006203",3.0497954106204865,High
ENSP00000490739,"mean: 0.252856, var: 0.001445","mean: 0.521240, var: 0.004518","mean: 0.397021, var: 0.002465","mean: 0.632861, var: 0.016676","mean: 0.197009, var: 0.001537","mean: 0.254248, var: 0.006302","mean: 0.011273, var: 0.000087","mean: 0.104211, var: 0.002052","mean: 0.193188, var: 0.002286","mean: 0.123877, var: 0.001247","mean: 0.314636, var: 0.037072",3.2381611491895086,High
ENSP00000429947,"mean: 0.229883, var: 0.002491","mean: 0.690137, var: 0.004762","mean: 0.552490, var: 0.001926","mean: 0.030397, var: 0.000362","mean: 0.223047, var: 0.002536","mean: 0.184692, var: 0.001294","mean: 0.016725, var: 0.000152","mean: 0.291113, var: 0.010838","mean: 0.184827, var: 0.001928","mean: 0.251929, var: 0.002642","mean: 0.045829, var: 0.002765",2.9028328433948194,High
ENSP00000276603,"mean: 0.135071, var: 0.001198","mean: 0.290210, var: 0.001619","mean: 0.779980, var: 0.001620","mean: 0.058746, var: 0.000745","mean: 0.049072, var: 0.000195","mean: 0.199304, var: 0.004460","mean: 0.008917, var: 0.000066","mean: 0.123682, var: 0.001544","mean: 0.138647, var: 0.004907","mean: 0.121838, var: 0.000797","mean: 0.061630, var: 0.002415",2.4619062044519358,Moderate
ENSP00000383919,"mean: 0.216553, var: 0.001738","mean: 0.771680, var: 0.002443","mean: 0.346826, var: 0.001431","mean: 0.106433, var: 0.003779","mean: 0.322437, var: 0.005077","mean: 0.093829, var: 0.002490","mean: 0.001698, var: 0.000003","mean: 0.126819, var: 0.001135","mean: 0.224976, var: 0.005004","mean: 0.331836, var: 0.003724","mean: 0.019475, var: 0.000387",2.77507357098432,Moderate
ENSP00000497692,"mean: 0.298975, var: 0.001718","mean: 0.515039, var: 0.000698","mean: 0.446436, var: 0.004841","mean: 0.145837, var: 0.000283","mean: 0.200073, var: 0.001212","mean: 0.237109, var: 0.001687","mean: 0.018414, var: 0.000265","mean: 0.344873, var: 0.012839","mean: 0.356812, var: 0.013928","mean: 0.403467, var: 0.012331","mean: 0.043433, var: 0.002091",3.3175644810690916,High
ENSP00000438154,"mean: 0.160034, var: 0.000387","mean: 0.566943, var: 0.006351","mean: 0.412207, var: 0.004738","mean: 0.167059, var: 0.008390","mean: 0.233667, var: 0.004794","mean: 0.155469, var: 0.006669","mean: 0.023821, var: 0.000702","mean: 0.151355, var: 0.002305","mean: 0.123657, var: 0.000913","mean: 0.102130, var: 0.001959","mean: 0.040001, var: 0.003254",2.903363557768328,High
ENSP00000408854,"mean: 0.157971, var: 0.001005","mean: 0.523486, var: 0.008733","mean: 0.541895, var: 0.001382","mean: 0.075116, var: 0.000961","mean: 0.104236, var: 0.000296","mean: 0.153467, var: 0.006229","mean: 0.113321, var: 0.009941","mean: 0.153284, var: 0.002403","mean: 0.214648, var: 0.001824","mean: 0.175623, var: 0.001005","mean: 0.113293, var: 0.012312",3.096862549832872,High
ENSP00000254928,"mean: 0.198877, var: 0.001649","mean: 0.177002, var: 0.000629","mean: 0.151404, var: 0.000948","mean: 0.094489, var: 0.003056","mean: 0.066083, var: 0.000397","mean: 0.936719, var: 0.000275","mean: 0.040221, var: 0.000799","mean: 0.106702, var: 0.001725","mean: 0.064417, var: 0.000290","mean: 0.106970, var: 0.000315","mean: 0.133234, var: 0.004258",2.4295330804104713,Moderate
ENSP00000376597,"mean: 0.251953, var: 0.002168","mean: 0.411182, var: 0.000897","mean: 0.612793, var: 0.002535","mean: 0.130472, var: 0.007597","mean: 0.104126, var: 0.000463","mean: 0.154480, var: 0.004747","mean: 0.009731, var: 0.000092","mean: 0.118738, var: 0.001867","mean: 0.361353, var: 0.031881","mean: 0.201929, var: 0.001906","mean: 0.030932, var: 0.001297",2.899119224003937,High
ENSP00000275072,"mean: 0.140662, var: 0.001753","mean: 0.637695, var: 0.010842","mean: 0.323779, var: 0.001169","mean: 0.441650, var: 0.003077","mean: 0.230151, var: 0.014203","mean: 0.263782, var: 0.028401","mean: 0.016769, var: 0.000248","mean: 0.256689, var: 0.004181","mean: 0.265845, var: 0.012322","mean: 0.167810, var: 0.002296","mean: 0.192316, var: 0.010312",3.3648751732867948,High
ENSP00000476746,"mean: 0.071259, var: 0.001615","mean: 0.312988, var: 0.007183","mean: 0.825293, var: 0.002279","mean: 0.081055, var: 0.002152","mean: 0.047577, var: 0.000831","mean: 0.081232, var: 0.002729","mean: 0.009317, var: 0.000084","mean: 0.111804, var: 0.002435","mean: 0.061313, var: 0.000601","mean: 0.052151, var: 0.000414","mean: 0.038342, var: 0.001679",2.0015144570849186,Moderate
ENSP00000248450,"mean: 0.124719, var: 0.002001","mean: 0.552588, var: 0.010698","mean: 0.714355, var: 0.006579","mean: 0.021561, var: 0.000359","mean: 0.161987, var: 0.004847","mean: 0.134705, var: 0.005482","mean: 0.031027, var: 0.000968","mean: 0.079907, var: 0.001174","mean: 0.152966, var: 0.001321","mean: 0.159204, var: 0.006855","mean: 0.106266, var: 0.009282",2.602946564196782,Moderate
ENSP00000435375,"mean: 0.170947, var: 0.007112","mean: 0.328125, var: 0.000706","mean: 0.619971, var: 0.034341","mean: 0.080170, var: 0.001515","mean: 0.058165, var: 0.002228","mean: 0.190039, var: 0.000231","mean: 0.002159, var: 0.000005","mean: 0.134607, var: 0.000967","mean: 0.129193, var: 0.002926","mean: 0.121326, var: 0.001856","mean: 0.041816, var: 0.001462",2.583568978395301,Moderate
ENSP00000483972,"mean: 0.243018, var: 0.002332","mean: 0.637598, var: 0.006744","mean: 0.323364, var: 0.004832","mean: 0.068198, var: 0.001633","mean: 0.169751, var: 0.000890","mean: 0.395850, var: 0.001654","mean: 0.028099, var: 0.000469","mean: 0.086255, var: 0.001575","mean: 0.095459, var: 0.000958","mean: 0.256958, var: 0.002124","mean: 0.049471, var: 0.002708",2.8806800596968225,High
ENSP00000417207,"mean: 0.176733, var: 0.002485","mean: 0.290210, var: 0.004772","mean: 0.806152, var: 0.003799","mean: 0.013033, var: 0.000096","mean: 0.228223, var: 0.002344","mean: 0.069421, var: 0.002174","mean: 0.002600, var: 0.000006","mean: 0.038577, var: 0.000500","mean: 0.100311, var: 0.002342","mean: 0.054849, var: 0.000853","mean: 0.048648, var: 0.003604",2.09599716394689,Moderate
ENSP00000432878,"mean: 0.442529, var: 0.009039","mean: 0.633789, var: 0.002053","mean: 0.317236, var: 0.004848","mean: 0.217041, var: 0.000796","mean: 0.434131, var: 0.006027","mean: 0.471338, var: 0.003806","mean: 0.170020, var: 0.000953","mean: 0.268384, var: 0.007829","mean: 0.190454, var: 0.008782","mean: 0.546582, var: 0.005717","mean: 0.200378, var: 0.005784",3.684759611742975,High
ENSP00000355814,"mean: 0.166492, var: 0.001829","mean: 0.581250, var: 0.013221","mean: 0.437012, var: 0.000328","mean: 0.089331, var: 0.001342","mean: 0.122937, var: 0.000961","mean: 0.408936, var: 0.005550","mean: 0.053355, var: 0.002225","mean: 0.171826, var: 0.002082","mean: 0.078745, var: 0.000910","mean: 0.173621, var: 0.002376","mean: 0.124048, var: 0.004093",3.036768143597445,High
ENSP00000302321,"mean: 0.355127, var: 0.002584","mean: 0.183032, var: 0.000915","mean: 0.084656, var: 0.000258","mean: 0.138232, var: 0.005516","mean: 0.217969, var: 0.006614","mean: 0.936035, var: 0.000021","mean: 0.047458, var: 0.001051","mean: 0.107153, var: 0.000929","mean: 0.057599, var: 0.000102","mean: 0.112097, var: 0.000865","mean: 0.103589, var: 0.004014",2.5835130467321026,Moderate
ENSP00000414103,"mean: 0.534131, var: 0.007282","mean: 0.517236, var: 0.003873","mean: 0.347607, var: 0.000340","mean: 0.160779, var: 0.002159","mean: 0.308154, var: 0.000350","mean: 0.382861, var: 0.005467","mean: 0.053137, var: 0.000504","mean: 0.615625, var: 0.020169","mean: 0.420605, var: 0.001196","mean: 0.665918, var: 0.001172","mean: 0.231165, var: 0.012592",3.4956408788767908,High
ENSP00000367483,"mean: 0.215991, var: 0.001128","mean: 0.302148, var: 0.000924","mean: 0.214893, var: 0.000936","mean: 0.765723, var: 0.001670","mean: 0.267236, var: 0.002201","mean: 0.178882, var: 0.002932","mean: 0.036937, var: 0.001136","mean: 0.311938, var: 0.007491","mean: 0.136169, var: 0.001827","mean: 0.179907, var: 0.002016","mean: 0.041496, var: 0.001153",3.0853429374100148,High
ENSP00000331927,"mean: 0.058990, var: 0.000183","mean: 0.165503, var: 0.001472","mean: 0.749219, var: 0.006570","mean: 0.100864, var: 0.007360","mean: 0.042364, var: 0.000084","mean: 0.122485, var: 0.003027","mean: 0.003069, var: 0.000011","mean: 0.035928, var: 0.000131","mean: 0.034265, var: 0.000042","mean: 0.030774, var: 0.000204","mean: 0.017875, var: 0.000358",1.735413157303738,Low
ENSP00000507848,"mean: 0.313745, var: 0.008240","mean: 0.491260, var: 0.004180","mean: 0.501758, var: 0.008747","mean: 0.038016, var: 0.000366","mean: 0.206470, var: 0.004010","mean: 0.214343, var: 0.008095","mean: 0.007505, var: 0.000079","mean: 0.165088, var: 0.001585","mean: 0.322900, var: 0.014911","mean: 0.208044, var: 0.005248","mean: 0.028905, var: 0.001009",2.9672081752910526,High
ENSP00000369361,"mean: 0.203394, var: 0.000212","mean: 0.716309, var: 0.009248","mean: 0.254883, var: 0.003178","mean: 0.191357, var: 0.003477","mean: 0.218188, var: 0.001794","mean: 0.171692, var: 0.001773","mean: 0.009369, var: 0.000074","mean: 0.074725, var: 0.000572","mean: 0.157104, var: 0.000882","mean: 0.231445, var: 0.005420","mean: 0.027786, var: 0.001280",2.8290905915821822,High
ENSP00000326194,"mean: 0.254565, var: 0.012819","mean: 0.606250, var: 0.000537","mean: 0.623340, var: 0.006066","mean: 0.062073, var: 0.001697","mean: 0.092566, var: 0.000616","mean: 0.288745, var: 0.001880","mean: 0.017213, var: 0.000512","mean: 0.300708, var: 0.004097","mean: 0.164185, var: 0.004310","mean: 0.385596, var: 0.001720","mean: 0.096259, var: 0.002821",3.0185043339228885,High
ENSP00000252115,"mean: 0.056134, var: 0.000092","mean: 0.442480, var: 0.003118","mean: 0.731152, var: 0.003537","mean: 0.039987, var: 0.000647","mean: 0.052484, var: 0.000104","mean: 0.075604, var: 0.001660","mean: 0.006540, var: 0.000052","mean: 0.028873, var: 0.000029","mean: 0.031163, var: 0.000221","mean: 0.046933, var: 0.000236","mean: 0.013162, var: 0.000163",1.6739351366286757,Low
ENSP00000357881,"mean: 0.046634, var: 0.000161","mean: 0.329590, var: 0.004956","mean: 0.836719, var: 0.001397","mean: 0.052142, var: 0.001229","mean: 0.037408, var: 0.000052","mean: 0.093860, var: 0.001948","mean: 0.014342, var: 0.000152","mean: 0.032007, var: 0.000141","mean: 0.028656, var: 0.000267","mean: 0.032262, var: 0.000184","mean: 0.019057, var: 0.000324",1.6160186630375941,Low
ENSP00000386502,"mean: 0.249048, var: 0.001311","mean: 0.490723, var: 0.005537","mean: 0.463086, var: 0.002130","mean: 0.115369, var: 0.001944","mean: 0.300317, var: 0.007656","mean: 0.420801, var: 0.018717","mean: 0.021854, var: 0.000133","mean: 0.061340, var: 0.000143","mean: 0.179382, var: 0.003615","mean: 0.120288, var: 0.000856","mean: 0.032647, var: 0.001940",2.956162780697685,High
ENSP00000401820,"mean: 0.178467, var: 0.000893","mean: 0.194043, var: 0.000694","mean: 0.047977, var: 0.000213","mean: 0.907617, var: 0.000829","mean: 0.126038, var: 0.000676","mean: 0.114465, var: 0.004113","mean: 0.051807, var: 0.001547","mean: 0.258606, var: 0.010960","mean: 0.295728, var: 0.006314","mean: 0.271899, var: 0.004652","mean: 0.008934, var: 0.000064",2.6282122669661336,Moderate
ENSP00000440875,"mean: 0.816504, var: 0.005628","mean: 0.220898, var: 0.000286","mean: 0.089819, var: 0.000143","mean: 0.264478, var: 0.008198","mean: 0.818262, var: 0.005373","mean: 0.197412, var: 0.002015","mean: 0.007127, var: 0.000029","mean: 0.247461, var: 0.002331","mean: 0.416846, var: 0.011877","mean: 0.474121, var: 0.005208","mean: 0.050287, var: 0.000268",2.8014852906206396,High
ENSP00000445928,"mean: 0.141321, var: 0.000914","mean: 0.369580, var: 0.005054","mean: 0.595801, var: 0.008837","mean: 0.310254, var: 0.007464","mean: 0.128223, var: 0.000142","mean: 0.412402, var: 0.008991","mean: 0.027970, var: 0.001104","mean: 0.204028, var: 0.004338","mean: 0.077838, var: 0.000386","mean: 0.156946, var: 0.002651","mean: 0.094876, var: 0.007311",3.081864935878756,High
ENSP00000497268,"mean: 0.100970, var: 0.001534","mean: 0.616504, var: 0.005051","mean: 0.626953, var: 0.005642","mean: 0.060944, var: 0.000298","mean: 0.078577, var: 0.000635","mean: 0.202563, var: 0.008377","mean: 0.057001, var: 0.001173","mean: 0.095691, var: 0.000266","mean: 0.216150, var: 0.012749","mean: 0.134387, var: 0.001382","mean: 0.082617, var: 0.001124",2.71090870910363,Moderate
ENSP00000368686,"mean: 0.170752, var: 0.002266","mean: 0.505615, var: 0.017383","mean: 0.860742, var: 0.002222","mean: 0.027718, var: 0.000239","mean: 0.121667, var: 0.005599","mean: 0.246802, var: 0.001528","mean: 0.006212, var: 0.000062","mean: 0.075955, var: 0.002216","mean: 0.136835, var: 0.006729","mean: 0.205396, var: 0.000630","mean: 0.109293, var: 0.009437",2.5432572166275644,Moderate
ENSP00000385020,"mean: 0.483154, var: 0.003612","mean: 0.633887, var: 0.005211","mean: 0.340820, var: 0.007363","mean: 0.104990, var: 0.002290","mean: 0.472070, var: 0.003069","mean: 0.209277, var: 0.003203","mean: 0.005972, var: 0.000024","mean: 0.131100, var: 0.004329","mean: 0.387988, var: 0.005927","mean: 0.315063, var: 0.006230","mean: 0.014386, var: 0.000280",3.01480830257898,High
ENSP00000358300,"mean: 0.109741, var: 0.001009","mean: 0.305908, var: 0.001248","mean: 0.786133, var: 0.007457","mean: 0.188257, var: 0.002443","mean: 0.056335, var: 0.000576","mean: 0.139539, var: 0.001526","mean: 0.008829, var: 0.000075","mean: 0.048694, var: 0.000464","mean: 0.128711, var: 0.001909","mean: 0.132654, var: 0.003925","mean: 0.005105, var: 0.000036",2.292932536947473,Moderate
ENSP00000470652,"mean: 0.731250, var: 0.004456","mean: 0.102954, var: 0.000855","mean: 0.308325, var: 0.002040","mean: 0.051172, var: 0.002027","mean: 0.155603, var: 0.000830","mean: 0.304346, var: 0.013530","mean: 0.005679, var: 0.000052","mean: 0.721680, var: 0.011621","mean: 0.241406, var: 0.003986","mean: 0.671777, var: 0.005411","mean: 0.095477, var: 0.002009",2.7287470767878537,Moderate
ENSP00000283921,"mean: 0.080469, var: 0.001078","mean: 0.305884, var: 0.006421","mean: 0.878125, var: 0.003475","mean: 0.043080, var: 0.000357","mean: 0.073557, var: 0.000676","mean: 0.106522, var: 0.002091","mean: 0.003712, var: 0.000016","mean: 0.050632, var: 0.000585","mean: 0.045950, var: 0.001036","mean: 0.050700, var: 0.001502","mean: 0.023162, var: 0.000513",1.7969562383021414,Low
ENSP00000286234,"mean: 0.491309, var: 0.012453","mean: 0.600586, var: 0.000782","mean: 0.340674, var: 0.001278","mean: 0.070822, var: 0.000696","mean: 0.426514, var: 0.007159","mean: 0.205310, var: 0.002792","mean: 0.016290, var: 0.000094","mean: 0.184375, var: 0.000842","mean: 0.375146, var: 0.008817","mean: 0.435303, var: 0.009888","mean: 0.009839, var: 0.000091",3.0523535348348974,High
ENSP00000445690,"mean: 0.353027, var: 0.005903","mean: 0.645020, var: 0.002120","mean: 0.386670, var: 0.004728","mean: 0.061922, var: 0.001662","mean: 0.290747, var: 0.007204","mean: 0.197083, var: 0.006702","mean: 0.011512, var: 0.000041","mean: 0.244824, var: 0.007271","mean: 0.223621, var: 0.007058","mean: 0.413477, var: 0.009822","mean: 0.028908, var: 0.001017",3.067770812593293,High
ENSP00000393333,"mean: 0.843262, var: 0.005801","mean: 0.208447, var: 0.000552","mean: 0.077106, var: 0.000291","mean: 0.066092, var: 0.002561","mean: 0.782520, var: 0.010715","mean: 0.157336, var: 0.002073","mean: 0.017827, var: 0.000185","mean: 0.362939, var: 0.001359","mean: 0.312598, var: 0.002874","mean: 0.317383, var: 0.000558","mean: 0.022660, var: 0.000186",2.5838316374776262,Moderate
ENSP00000228741,"mean: 0.035092, var: 0.000041","mean: 0.361621, var: 0.006376","mean: 0.928613, var: 0.001197","mean: 0.091522, var: 0.001961","mean: 0.019176, var: 0.000036","mean: 0.075565, var: 0.001741","mean: 0.007498, var: 0.000071","mean: 0.093079, var: 0.000378","mean: 0.022826, var: 0.000077","mean: 0.029469, var: 0.000176","mean: 0.021289, var: 0.000306",1.5737643444447793,Low
ENSP00000446242,"mean: 0.392603, var: 0.009709","mean: 0.376318, var: 0.004678","mean: 0.387744, var: 0.001159","mean: 0.269702, var: 0.004809","mean: 0.206982, var: 0.001800","mean: 0.673730, var: 0.002848","mean: 0.026996, var: 0.000726","mean: 0.309253, var: 0.003431","mean: 0.195996, var: 0.001609","mean: 0.362378, var: 0.009226","mean: 0.250208, var: 0.028676",3.5420734912602687,High
ENSP00000357442,"mean: 0.075415, var: 0.000557","mean: 0.403564, var: 0.001300","mean: 0.840723, var: 0.004934","mean: 0.053159, var: 0.000788","mean: 0.059000, var: 0.000617","mean: 0.078632, var: 0.001353","mean: 0.021301, var: 0.000091","mean: 0.121448, var: 0.003562","mean: 0.051590, var: 0.000806","mean: 0.091461, var: 0.001010","mean: 0.009279, var: 0.000142",1.9830784015698484,Moderate
ENSP00000502176,"mean: 0.238135, var: 0.002036","mean: 0.213428, var: 0.001350","mean: 0.106519, var: 0.000655","mean: 0.146643, var: 0.004281","mean: 0.093347, var: 0.000885","mean: 0.916797, var: 0.000159","mean: 0.267480, var: 0.005263","mean: 0.049982, var: 0.000109","mean: 0.059967, var: 0.000031","mean: 0.113574, var: 0.000823","mean: 0.080026, var: 0.006464",2.6127816337439262,Moderate
ENSP00000388506,"mean: 0.136157, var: 0.000338","mean: 0.239575, var: 0.001410","mean: 0.752637, var: 0.003271","mean: 0.062518, var: 0.000160","mean: 0.085022, var: 0.000105","mean: 0.086188, var: 0.003311","mean: 0.005861, var: 0.000033","mean: 0.075140, var: 0.000573","mean: 0.067267, var: 0.000288","mean: 0.267896, var: 0.005373","mean: 0.010009, var: 0.000176",2.226963515069843,Moderate
ENSP00000296839,"mean: 0.062769, var: 0.000585","mean: 0.345068, var: 0.003221","mean: 0.829395, var: 0.003466","mean: 0.056287, var: 0.001753","mean: 0.092853, var: 0.001087","mean: 0.168689, var: 0.003765","mean: 0.003722, var: 0.000023","mean: 0.044019, var: 0.000223","mean: 0.028802, var: 0.000088","mean: 0.031110, var: 0.000211","mean: 0.031799, var: 0.001146",1.8569988655931782,Low
ENSP00000273588,"mean: 0.157263, var: 0.000803","mean: 0.226392, var: 0.001704","mean: 0.132764, var: 0.001128","mean: 0.154883, var: 0.006842","mean: 0.090955, var: 0.000623","mean: 0.935352, var: 0.000341","mean: 0.023109, var: 0.000361","mean: 0.061353, var: 0.000342","mean: 0.056525, var: 0.000033","mean: 0.088428, var: 0.000201","mean: 0.090344, var: 0.002658",2.317117328752153,Moderate
ENSP00000388357,"mean: 0.040991, var: 0.000084","mean: 0.310840, var: 0.001738","mean: 0.899902, var: 0.002712","mean: 0.094702, var: 0.000973","mean: 0.026739, var: 0.000062","mean: 0.063312, var: 0.000930","mean: 0.010977, var: 0.000137","mean: 0.032060, var: 0.000210","mean: 0.021272, var: 0.000250","mean: 0.041121, var: 0.000660","mean: 0.007491, var: 0.000079",1.4934486882328444,Low
ENSP00000387729,"mean: 0.132361, var: 0.002190","mean: 0.773340, var: 0.003050","mean: 0.555127, var: 0.016161","mean: 0.084656, var: 0.001531","mean: 0.101758, var: 0.002846","mean: 0.063858, var: 0.000789","mean: 0.031554, var: 0.000170","mean: 0.141309, var: 0.001231","mean: 0.158258, var: 0.004991","mean: 0.285571, var: 0.007776","mean: 0.035067, var: 0.001705",2.5631114392899605,Moderate
ENSP00000381461,"mean: 0.212793, var: 0.000552","mean: 0.444238, var: 0.001422","mean: 0.389648, var: 0.001951","mean: 0.119690, var: 0.003831","mean: 0.125769, var: 0.000876","mean: 0.154016, var: 0.007254","mean: 0.079265, var: 0.006564","mean: 0.116101, var: 0.002554","mean: 0.194702, var: 0.007894","mean: 0.253760, var: 0.011989","mean: 0.066312, var: 0.003377",3.157391080980769,High
