ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000392070,"mean: 0.033395, var: 0.000126","mean: 0.260815, var: 0.000690","mean: 0.882715, var: 0.002491","mean: 0.051096, var: 0.000405","mean: 0.022162, var: 0.000169","mean: 0.268823, var: 0.001102","mean: 0.008328, var: 0.000046","mean: 0.083582, var: 0.000567","mean: 0.018095, var: 0.000075","mean: 0.044803, var: 0.000248","mean: 0.009312, var: 0.000207",1.6663024856576172,Low
ENSP00000442500,"mean: 0.043146, var: 0.000043","mean: 0.310327, var: 0.007310","mean: 0.911426, var: 0.002074","mean: 0.154187, var: 0.001740","mean: 0.033188, var: 0.000012","mean: 0.044934, var: 0.000698","mean: 0.006340, var: 0.000064","mean: 0.036386, var: 0.000125","mean: 0.033316, var: 0.000292","mean: 0.063937, var: 0.000742","mean: 0.004475, var: 0.000030",1.5899770308519097,Low
ENSP00000364525,"mean: 0.062701, var: 0.000200","mean: 0.215820, var: 0.001480","mean: 0.923926, var: 0.002483","mean: 0.070190, var: 0.001978","mean: 0.048608, var: 0.000196","mean: 0.080042, var: 0.002311","mean: 0.091212, var: 0.008009","mean: 0.037738, var: 0.000247","mean: 0.038583, var: 0.000240","mean: 0.065643, var: 0.000334","mean: 0.006625, var: 0.000102",1.7929323585994796,Low
ENSP00000316042,"mean: 0.080212, var: 0.001746","mean: 0.657910, var: 0.002060","mean: 0.729688, var: 0.003164","mean: 0.091957, var: 0.007943","mean: 0.082715, var: 0.001560","mean: 0.063717, var: 0.002622","mean: 0.015935, var: 0.000414","mean: 0.140372, var: 0.011483","mean: 0.043291, var: 0.000463","mean: 0.031174, var: 0.000199","mean: 0.008418, var: 0.000159",1.9346597146250908,Low
ENSP00000370990,"mean: 0.120471, var: 0.000853","mean: 0.206860, var: 0.000855","mean: 0.850879, var: 0.003178","mean: 0.019140, var: 0.000238","mean: 0.072253, var: 0.000620","mean: 0.077112, var: 0.000478","mean: 0.014600, var: 0.000154","mean: 0.050293, var: 0.000565","mean: 0.041000, var: 0.000644","mean: 0.069248, var: 0.001358","mean: 0.055195, var: 0.001981",1.8693152580801564,Low
ENSP00000296921,"mean: 0.112036, var: 0.000646","mean: 0.213647, var: 0.002313","mean: 0.862891, var: 0.003470","mean: 0.017261, var: 0.000123","mean: 0.094458, var: 0.001410","mean: 0.066019, var: 0.000991","mean: 0.007839, var: 0.000105","mean: 0.058917, var: 0.000133","mean: 0.024763, var: 0.000405","mean: 0.042752, var: 0.000818","mean: 0.019529, var: 0.000376",1.6826701028207875,Low
ENSP00000503416,"mean: 0.074615, var: 0.000131","mean: 0.253369, var: 0.000343","mean: 0.847559, var: 0.002701","mean: 0.114767, var: 0.003090","mean: 0.062360, var: 0.000069","mean: 0.110950, var: 0.004579","mean: 0.014426, var: 0.000391","mean: 0.064423, var: 0.000373","mean: 0.050800, var: 0.000036","mean: 0.047766, var: 0.000608","mean: 0.019587, var: 0.000567",1.9586269299914614,Low
ENSP00000361524,"mean: 0.072003, var: 0.000366","mean: 0.257422, var: 0.001081","mean: 0.814160, var: 0.001327","mean: 0.078671, var: 0.002035","mean: 0.036632, var: 0.000411","mean: 0.101550, var: 0.002467","mean: 0.004017, var: 0.000022","mean: 0.050476, var: 0.000721","mean: 0.028375, var: 0.000224","mean: 0.045807, var: 0.000601","mean: 0.016283, var: 0.000183",1.7418466119599345,Low
ENSP00000435422,"mean: 0.033322, var: 0.000045","mean: 0.265991, var: 0.004072","mean: 0.934082, var: 0.002202","mean: 0.113666, var: 0.008114","mean: 0.032695, var: 0.000123","mean: 0.026494, var: 0.000603","mean: 0.013692, var: 0.000163","mean: 0.029742, var: 0.000091","mean: 0.023735, var: 0.000121","mean: 0.023145, var: 0.000402","mean: 0.009246, var: 0.000096",1.3670455624866986,Low
ENSP00000281437,"mean: 0.066418, var: 0.000259","mean: 0.252759, var: 0.004155","mean: 0.875098, var: 0.003267","mean: 0.023057, var: 0.000279","mean: 0.047116, var: 0.000299","mean: 0.138733, var: 0.001680","mean: 0.004326, var: 0.000027","mean: 0.045172, var: 0.000200","mean: 0.041155, var: 0.000600","mean: 0.048315, var: 0.001184","mean: 0.022380, var: 0.000388",1.6755734638606186,Low
ENSP00000360594,"mean: 0.041006, var: 0.000099","mean: 0.241553, var: 0.001273","mean: 0.933105, var: 0.002004","mean: 0.048085, var: 0.000886","mean: 0.028619, var: 0.000109","mean: 0.080115, var: 0.000620","mean: 0.006369, var: 0.000043","mean: 0.039679, var: 0.000195","mean: 0.019527, var: 0.000221","mean: 0.031522, var: 0.000170","mean: 0.006774, var: 0.000059",1.3685176296717105,Low
ENSP00000423075,"mean: 0.062286, var: 0.000221","mean: 0.568750, var: 0.002621","mean: 0.816895, var: 0.000291","mean: 0.012775, var: 0.000120","mean: 0.058685, var: 0.000900","mean: 0.104028, var: 0.002197","mean: 0.014192, var: 0.000337","mean: 0.059717, var: 0.000614","mean: 0.048206, var: 0.000253","mean: 0.082971, var: 0.002259","mean: 0.041820, var: 0.000731",1.8307478974811542,Low
ENSP00000434049,"mean: 0.068732, var: 0.000405","mean: 0.190137, var: 0.002699","mean: 0.741113, var: 0.007003","mean: 0.126306, var: 0.010407","mean: 0.049561, var: 0.000119","mean: 0.104572, var: 0.002465","mean: 0.003236, var: 0.000014","mean: 0.032870, var: 0.000088","mean: 0.039975, var: 0.000100","mean: 0.028217, var: 0.000197","mean: 0.026633, var: 0.000633",1.8247967432304748,Low
ENSP00000359668,"mean: 0.057568, var: 0.000054","mean: 0.501807, var: 0.006748","mean: 0.810059, var: 0.001128","mean: 0.084006, var: 0.002687","mean: 0.060736, var: 0.000135","mean: 0.123639, var: 0.003418","mean: 0.003500, var: 0.000011","mean: 0.043665, var: 0.000152","mean: 0.045142, var: 0.000062","mean: 0.022371, var: 0.000198","mean: 0.051974, var: 0.000759",1.852716916526108,Low
ENSP00000361032,"mean: 0.027731, var: 0.000028","mean: 0.308545, var: 0.004067","mean: 0.893555, var: 0.000996","mean: 0.034673, var: 0.000596","mean: 0.026624, var: 0.000121","mean: 0.254614, var: 0.004167","mean: 0.014232, var: 0.000112","mean: 0.132300, var: 0.004849","mean: 0.024829, var: 0.000156","mean: 0.029114, var: 0.000089","mean: 0.016823, var: 0.000620",1.7157822297069185,Low
ENSP00000426075,"mean: 0.076385, var: 0.002183","mean: 0.309521, var: 0.006634","mean: 0.833789, var: 0.011830","mean: 0.046445, var: 0.000433","mean: 0.037228, var: 0.000240","mean: 0.109753, var: 0.000942","mean: 0.033070, var: 0.002212","mean: 0.038034, var: 0.000193","mean: 0.063013, var: 0.002561","mean: 0.093463, var: 0.002560","mean: 0.011053, var: 0.000167",1.9011744484321111,Low
ENSP00000388486,"mean: 0.058917, var: 0.000285","mean: 0.308276, var: 0.005540","mean: 0.842871, var: 0.003248","mean: 0.012479, var: 0.000076","mean: 0.028604, var: 0.000268","mean: 0.228296, var: 0.001319","mean: 0.008821, var: 0.000062","mean: 0.047220, var: 0.000507","mean: 0.109171, var: 0.002764","mean: 0.034794, var: 0.000864","mean: 0.081764, var: 0.006818",1.9165307710974695,Low
ENSP00000301159,"mean: 0.033688, var: 0.000090","mean: 0.212842, var: 0.001222","mean: 0.921094, var: 0.003882","mean: 0.081870, var: 0.002664","mean: 0.027759, var: 0.000089","mean: 0.132275, var: 0.006064","mean: 0.008668, var: 0.000083","mean: 0.030048, var: 0.000024","mean: 0.021190, var: 0.000061","mean: 0.020120, var: 0.000118","mean: 0.037499, var: 0.001069",1.5210581620123576,Low
ENSP00000239461,"mean: 0.133850, var: 0.002991","mean: 0.139929, var: 0.001733","mean: 0.874805, var: 0.002618","mean: 0.016730, var: 0.000177","mean: 0.077231, var: 0.001455","mean: 0.069238, var: 0.000505","mean: 0.018776, var: 0.000749","mean: 0.020587, var: 0.000058","mean: 0.044683, var: 0.001042","mean: 0.050897, var: 0.000549","mean: 0.043225, var: 0.002248",1.6932876667423502,Low
ENSP00000434333,"mean: 0.030475, var: 0.000145","mean: 0.377588, var: 0.002325","mean: 0.818945, var: 0.004720","mean: 0.064380, var: 0.000631","mean: 0.026180, var: 0.000113","mean: 0.054594, var: 0.001882","mean: 0.025545, var: 0.000422","mean: 0.095056, var: 0.000415","mean: 0.036086, var: 0.000333","mean: 0.072577, var: 0.000946","mean: 0.006321, var: 0.000073",1.7280485242212857,Low
ENSP00000499597,"mean: 0.069757, var: 0.000094","mean: 0.353516, var: 0.001898","mean: 0.897754, var: 0.002400","mean: 0.073053, var: 0.001789","mean: 0.109668, var: 0.000140","mean: 0.065274, var: 0.001172","mean: 0.005288, var: 0.000036","mean: 0.045145, var: 0.000171","mean: 0.029303, var: 0.000142","mean: 0.025951, var: 0.000188","mean: 0.006361, var: 0.000048",1.6598075747462575,Low
ENSP00000421252,"mean: 0.028342, var: 0.000044","mean: 0.318726, var: 0.002529","mean: 0.952051, var: 0.000676","mean: 0.035934, var: 0.000741","mean: 0.019583, var: 0.000043","mean: 0.039134, var: 0.000722","mean: 0.009080, var: 0.000101","mean: 0.024248, var: 0.000068","mean: 0.024957, var: 0.000052","mean: 0.028334, var: 0.000266","mean: 0.006183, var: 0.000052",1.1929851241551552,Low
ENSP00000482500,"mean: 0.043646, var: 0.000052","mean: 0.434229, var: 0.005591","mean: 0.768945, var: 0.002650","mean: 0.063196, var: 0.002229","mean: 0.031018, var: 0.000009","mean: 0.159308, var: 0.005599","mean: 0.017038, var: 0.000339","mean: 0.017932, var: 0.000017","mean: 0.030548, var: 0.000149","mean: 0.035968, var: 0.000148","mean: 0.036774, var: 0.000801",1.7649411135933575,Low
ENSP00000354633,"mean: 0.045334, var: 0.000125","mean: 0.225903, var: 0.001299","mean: 0.868164, var: 0.004217","mean: 0.061066, var: 0.000554","mean: 0.051566, var: 0.000430","mean: 0.080713, var: 0.001427","mean: 0.004879, var: 0.000020","mean: 0.057050, var: 0.000314","mean: 0.042293, var: 0.000554","mean: 0.024922, var: 0.000270","mean: 0.005015, var: 0.000044",1.5675044882477733,Low
ENSP00000402496,"mean: 0.112488, var: 0.001313","mean: 0.410303, var: 0.005893","mean: 0.882910, var: 0.000897","mean: 0.012270, var: 0.000075","mean: 0.085828, var: 0.001110","mean: 0.137433, var: 0.002281","mean: 0.005611, var: 0.000039","mean: 0.063165, var: 0.000491","mean: 0.098926, var: 0.001761","mean: 0.056677, var: 0.000384","mean: 0.013997, var: 0.000187",1.9135717491268112,Low
ENSP00000404402,"mean: 0.058630, var: 0.000022","mean: 0.352563, var: 0.008395","mean: 0.788379, var: 0.004530","mean: 0.120764, var: 0.006248","mean: 0.036487, var: 0.000157","mean: 0.132410, var: 0.003227","mean: 0.011585, var: 0.000152","mean: 0.045901, var: 0.000336","mean: 0.060883, var: 0.000301","mean: 0.053818, var: 0.000417","mean: 0.016669, var: 0.000384",1.95410809445167,Low
ENSP00000321445,"mean: 0.089886, var: 0.002048","mean: 0.311670, var: 0.004100","mean: 0.906641, var: 0.002003","mean: 0.049387, var: 0.000817","mean: 0.060761, var: 0.000366","mean: 0.288794, var: 0.014012","mean: 0.005298, var: 0.000037","mean: 0.025020, var: 0.000046","mean: 0.039908, var: 0.000134","mean: 0.064935, var: 0.000634","mean: 0.025233, var: 0.000495",1.8651875966959564,Low
ENSP00000359518,"mean: 0.042029, var: 0.000074","mean: 0.163953, var: 0.001509","mean: 0.956836, var: 0.000546","mean: 0.049547, var: 0.000817","mean: 0.044788, var: 0.000071","mean: 0.036102, var: 0.000273","mean: 0.095520, var: 0.003740","mean: 0.107312, var: 0.009587","mean: 0.021375, var: 0.000127","mean: 0.023318, var: 0.000076","mean: 0.032607, var: 0.000834",1.6250755814069084,Low
ENSP00000351380,"mean: 0.038855, var: 0.000401","mean: 0.335449, var: 0.001026","mean: 0.834375, var: 0.002200","mean: 0.031766, var: 0.000211","mean: 0.031674, var: 0.000132","mean: 0.191528, var: 0.005928","mean: 0.011916, var: 0.000103","mean: 0.033356, var: 0.000050","mean: 0.035706, var: 0.000523","mean: 0.029510, var: 0.000223","mean: 0.014552, var: 0.000372",1.629868841281608,Low
ENSP00000409315,"mean: 0.018277, var: 0.000044","mean: 0.482227, var: 0.001132","mean: 0.774219, var: 0.007900","mean: 0.036784, var: 0.000165","mean: 0.018645, var: 0.000027","mean: 0.095093, var: 0.001217","mean: 0.005405, var: 0.000026","mean: 0.089777, var: 0.000846","mean: 0.029999, var: 0.000429","mean: 0.044274, var: 0.000805","mean: 0.010020, var: 0.000145",1.576409152086339,Low
ENSP00000423100,"mean: 0.060040, var: 0.000192","mean: 0.243066, var: 0.001162","mean: 0.931543, var: 0.002713","mean: 0.037939, var: 0.000911","mean: 0.037723, var: 0.000248","mean: 0.145142, var: 0.003050","mean: 0.007463, var: 0.000060","mean: 0.039987, var: 0.000192","mean: 0.033197, var: 0.000227","mean: 0.023924, var: 0.000371","mean: 0.014403, var: 0.000289",1.535332585890836,Low
ENSP00000452545,"mean: 0.064703, var: 0.000578","mean: 0.331274, var: 0.002476","mean: 0.907617, var: 0.003159","mean: 0.100732, var: 0.004932","mean: 0.036320, var: 0.000245","mean: 0.059389, var: 0.001082","mean: 0.013477, var: 0.000252","mean: 0.070996, var: 0.001022","mean: 0.057220, var: 0.000354","mean: 0.031271, var: 0.000269","mean: 0.014846, var: 0.000382",1.7308393803507303,Low
ENSP00000452878,"mean: 0.070663, var: 0.000878","mean: 0.143213, var: 0.001121","mean: 0.902930, var: 0.005121","mean: 0.017910, var: 0.000453","mean: 0.045018, var: 0.000320","mean: 0.199927, var: 0.023780","mean: 0.004915, var: 0.000017","mean: 0.085413, var: 0.002797","mean: 0.051650, var: 0.001194","mean: 0.095187, var: 0.005202","mean: 0.022792, var: 0.000357",1.7906093543271362,Low
ENSP00000498311,"mean: 0.048651, var: 0.000119","mean: 0.176392, var: 0.001201","mean: 0.838184, var: 0.004154","mean: 0.083945, var: 0.003402","mean: 0.032449, var: 0.000189","mean: 0.158154, var: 0.003166","mean: 0.036077, var: 0.000593","mean: 0.035867, var: 0.000115","mean: 0.024840, var: 0.000147","mean: 0.043515, var: 0.000982","mean: 0.043212, var: 0.002976",1.815130292568463,Low
ENSP00000407265,"mean: 0.051578, var: 0.000940","mean: 0.309692, var: 0.006436","mean: 0.656348, var: 0.006987","mean: 0.094910, var: 0.006698","mean: 0.012305, var: 0.000057","mean: 0.127164, var: 0.004252","mean: 0.025688, var: 0.000506","mean: 0.051764, var: 0.000383","mean: 0.022607, var: 0.000162","mean: 0.016156, var: 0.000089","mean: 0.019473, var: 0.000441",1.808504390771692,Low
ENSP00000449287,"mean: 0.073767, var: 0.001188","mean: 0.173987, var: 0.001768","mean: 0.911035, var: 0.003392","mean: 0.011012, var: 0.000171","mean: 0.050433, var: 0.000585","mean: 0.140958, var: 0.010016","mean: 0.007552, var: 0.000055","mean: 0.061310, var: 0.000196","mean: 0.053681, var: 0.001382","mean: 0.098140, var: 0.004241","mean: 0.021095, var: 0.000245",1.7322086055756598,Low
ENSP00000429946,"mean: 0.072070, var: 0.000527","mean: 0.436670, var: 0.005203","mean: 0.728516, var: 0.003563","mean: 0.109875, var: 0.008616","mean: 0.076474, var: 0.000890","mean: 0.086517, var: 0.002717","mean: 0.016766, var: 0.000266","mean: 0.098456, var: 0.001629","mean: 0.026594, var: 0.000230","mean: 0.024601, var: 0.000276","mean: 0.007619, var: 0.000083",1.9546595399626319,Low
ENSP00000345092,"mean: 0.067072, var: 0.000581","mean: 0.426758, var: 0.000726","mean: 0.751758, var: 0.001263","mean: 0.035912, var: 0.001085","mean: 0.047244, var: 0.000314","mean: 0.114569, var: 0.002331","mean: 0.012509, var: 0.000183","mean: 0.091364, var: 0.001724","mean: 0.046118, var: 0.001070","mean: 0.048026, var: 0.000543","mean: 0.018636, var: 0.000229",1.9063750774658053,Low
ENSP00000475656,"mean: 0.039703, var: 0.000040","mean: 0.282935, var: 0.001649","mean: 0.925195, var: 0.001129","mean: 0.260706, var: 0.015946","mean: 0.028864, var: 0.000008","mean: 0.074997, var: 0.000984","mean: 0.005306, var: 0.000025","mean: 0.024808, var: 0.000058","mean: 0.034534, var: 0.000172","mean: 0.034100, var: 0.000108","mean: 0.008715, var: 0.000159",1.5965940480159542,Low
ENSP00000411577,"mean: 0.059381, var: 0.000325","mean: 0.164355, var: 0.003256","mean: 0.880762, var: 0.002745","mean: 0.176819, var: 0.011707","mean: 0.088330, var: 0.000098","mean: 0.026432, var: 0.000543","mean: 0.002871, var: 0.000005","mean: 0.104822, var: 0.002024","mean: 0.100098, var: 0.003377","mean: 0.077631, var: 0.000368","mean: 0.009009, var: 0.000102",1.9174801640005383,Low
ENSP00000445939,"mean: 0.069910, var: 0.000750","mean: 0.355469, var: 0.003938","mean: 0.679980, var: 0.004370","mean: 0.067856, var: 0.001754","mean: 0.040717, var: 0.000118","mean: 0.086334, var: 0.003125","mean: 0.043708, var: 0.001299","mean: 0.074292, var: 0.001233","mean: 0.008429, var: 0.000046","mean: 0.030753, var: 0.000375","mean: 0.018966, var: 0.000341",1.892793389527972,Low
ENSP00000421647,"mean: 0.033566, var: 0.000285","mean: 0.348975, var: 0.001899","mean: 0.812988, var: 0.003283","mean: 0.234619, var: 0.001592","mean: 0.031998, var: 0.000111","mean: 0.106787, var: 0.002881","mean: 0.047908, var: 0.000674","mean: 0.025989, var: 0.000055","mean: 0.021854, var: 0.000063","mean: 0.026205, var: 0.000087","mean: 0.020948, var: 0.000811",1.839196655124377,Low
ENSP00000296121,"mean: 0.034341, var: 0.000128","mean: 0.227002, var: 0.000880","mean: 0.858789, var: 0.004478","mean: 0.028744, var: 0.000323","mean: 0.013083, var: 0.000040","mean: 0.102585, var: 0.003821","mean: 0.004597, var: 0.000029","mean: 0.054483, var: 0.000734","mean: 0.109860, var: 0.004653","mean: 0.080255, var: 0.001156","mean: 0.012119, var: 0.000109",1.6572991443164318,Low
ENSP00000389707,"mean: 0.026260, var: 0.000026","mean: 0.345068, var: 0.001298","mean: 0.957910, var: 0.000677","mean: 0.056393, var: 0.000310","mean: 0.034695, var: 0.000239","mean: 0.066693, var: 0.001168","mean: 0.002168, var: 0.000006","mean: 0.036172, var: 0.000076","mean: 0.039703, var: 0.000229","mean: 0.016250, var: 0.000109","mean: 0.006554, var: 0.000047",1.324643645373289,Low
ENSP00000500214,"mean: 0.027324, var: 0.000142","mean: 0.276587, var: 0.001066","mean: 0.907422, var: 0.002558","mean: 0.122336, var: 0.006758","mean: 0.027586, var: 0.000139","mean: 0.099731, var: 0.001693","mean: 0.033623, var: 0.000456","mean: 0.046936, var: 0.000145","mean: 0.034848, var: 0.000080","mean: 0.043091, var: 0.000062","mean: 0.021105, var: 0.000821",1.7195240842840667,Low
ENSP00000469638,"mean: 0.070819, var: 0.000207","mean: 0.304443, var: 0.001468","mean: 0.870313, var: 0.004393","mean: 0.063846, var: 0.003177","mean: 0.066223, var: 0.000105","mean: 0.115112, var: 0.001654","mean: 0.007773, var: 0.000066","mean: 0.037433, var: 0.000276","mean: 0.030838, var: 0.000008","mean: 0.039384, var: 0.000268","mean: 0.007606, var: 0.000082",1.7072551245195906,Low
ENSP00000392272,"mean: 0.044843, var: 0.000083","mean: 0.258545, var: 0.001157","mean: 0.868555, var: 0.006472","mean: 0.091492, var: 0.002087","mean: 0.038132, var: 0.000223","mean: 0.134839, var: 0.001630","mean: 0.011622, var: 0.000138","mean: 0.042355, var: 0.000161","mean: 0.016827, var: 0.000095","mean: 0.036229, var: 0.000229","mean: 0.007306, var: 0.000069",1.6354550354398725,Low
ENSP00000358111,"mean: 0.052350, var: 0.000108","mean: 0.246973, var: 0.000097","mean: 0.906445, var: 0.001798","mean: 0.248816, var: 0.012686","mean: 0.023207, var: 0.000061","mean: 0.067307, var: 0.001268","mean: 0.007703, var: 0.000079","mean: 0.087146, var: 0.000437","mean: 0.040875, var: 0.000244","mean: 0.043369, var: 0.000223","mean: 0.012484, var: 0.000438",1.775551128314761,Low
ENSP00000427425,"mean: 0.081061, var: 0.000537","mean: 0.330542, var: 0.006132","mean: 0.887891, var: 0.001793","mean: 0.071477, var: 0.003061","mean: 0.086780, var: 0.000805","mean: 0.089828, var: 0.002130","mean: 0.004618, var: 0.000032","mean: 0.040002, var: 0.000126","mean: 0.026947, var: 0.000186","mean: 0.047647, var: 0.000376","mean: 0.021624, var: 0.000508",1.7712605182340546,Low
ENSP00000401109,"mean: 0.067603, var: 0.000054","mean: 0.275586, var: 0.005339","mean: 0.790039, var: 0.003070","mean: 0.038167, var: 0.000511","mean: 0.030328, var: 0.000092","mean: 0.126697, var: 0.002576","mean: 0.003354, var: 0.000012","mean: 0.062677, var: 0.000524","mean: 0.048013, var: 0.000362","mean: 0.057504, var: 0.000621","mean: 0.019476, var: 0.000357",1.795347144713622,Low
ENSP00000495456,"mean: 0.040100, var: 0.000150","mean: 0.239648, var: 0.000196","mean: 0.863086, var: 0.002745","mean: 0.048364, var: 0.000359","mean: 0.024295, var: 0.000247","mean: 0.196191, var: 0.002040","mean: 0.019425, var: 0.000229","mean: 0.079822, var: 0.001439","mean: 0.028074, var: 0.000451","mean: 0.034132, var: 0.000246","mean: 0.010511, var: 0.000146",1.6965713733511434,Low
ENSP00000423982,"mean: 0.063943, var: 0.001074","mean: 0.405811, var: 0.005572","mean: 0.778711, var: 0.002274","mean: 0.060115, var: 0.001592","mean: 0.076282, var: 0.000233","mean: 0.138562, var: 0.001600","mean: 0.011329, var: 0.000144","mean: 0.037219, var: 0.000126","mean: 0.064093, var: 0.001161","mean: 0.046420, var: 0.000113","mean: 0.014563, var: 0.000221",1.9291890106058953,Low
ENSP00000426615,"mean: 0.029486, var: 0.000041","mean: 0.300293, var: 0.000131","mean: 0.921289, var: 0.002766","mean: 0.171777, var: 0.004737","mean: 0.030415, var: 0.000185","mean: 0.117896, var: 0.002295","mean: 0.021441, var: 0.000681","mean: 0.032730, var: 0.000056","mean: 0.015729, var: 0.000120","mean: 0.018038, var: 0.000175","mean: 0.028844, var: 0.001442",1.635889122302316,Low
ENSP00000263384,"mean: 0.052979, var: 0.000294","mean: 0.323511, var: 0.002059","mean: 0.778027, var: 0.004329","mean: 0.083099, var: 0.002367","mean: 0.050040, var: 0.000136","mean: 0.077206, var: 0.001318","mean: 0.002940, var: 0.000007","mean: 0.044058, var: 0.000151","mean: 0.033743, var: 0.000598","mean: 0.054633, var: 0.000380","mean: 0.005233, var: 0.000028",1.7257173751169024,Low
ENSP00000388120,"mean: 0.085254, var: 0.001225","mean: 0.352002, var: 0.002687","mean: 0.904297, var: 0.000431","mean: 0.018323, var: 0.000286","mean: 0.060657, var: 0.000184","mean: 0.057956, var: 0.000437","mean: 0.005716, var: 0.000024","mean: 0.068597, var: 0.000651","mean: 0.063519, var: 0.000129","mean: 0.032377, var: 0.000182","mean: 0.003882, var: 0.000025",1.5977720383319336,Low
ENSP00000379634,"mean: 0.064172, var: 0.000597","mean: 0.312402, var: 0.003599","mean: 0.851465, var: 0.001948","mean: 0.036462, var: 0.001033","mean: 0.072687, var: 0.000122","mean: 0.100806, var: 0.002391","mean: 0.012922, var: 0.000158","mean: 0.032846, var: 0.000314","mean: 0.022913, var: 0.000214","mean: 0.013557, var: 0.000164","mean: 0.016393, var: 0.000294",1.599826861091936,Low
ENSP00000464939,"mean: 0.066370, var: 0.000542","mean: 0.341113, var: 0.001979","mean: 0.787207, var: 0.003469","mean: 0.042456, var: 0.001348","mean: 0.049664, var: 0.000116","mean: 0.066052, var: 0.001183","mean: 0.006037, var: 0.000022","mean: 0.077716, var: 0.001057","mean: 0.030571, var: 0.000247","mean: 0.062317, var: 0.000369","mean: 0.008135, var: 0.000070",1.7461048086808917,Low
ENSP00000422500,"mean: 0.033368, var: 0.000083","mean: 0.315479, var: 0.001529","mean: 0.915625, var: 0.001710","mean: 0.160022, var: 0.004037","mean: 0.033276, var: 0.000293","mean: 0.152405, var: 0.002082","mean: 0.014521, var: 0.000194","mean: 0.055231, var: 0.000961","mean: 0.021913, var: 0.000112","mean: 0.017219, var: 0.000112","mean: 0.025286, var: 0.000951",1.7193659761391962,Low
ENSP00000492309,"mean: 0.232495, var: 0.002496","mean: 0.165918, var: 0.001973","mean: 0.164392, var: 0.001892","mean: 0.054953, var: 0.001579","mean: 0.100311, var: 0.002252","mean: 0.966699, var: 0.000037","mean: 0.038051, var: 0.000683","mean: 0.030600, var: 0.000023","mean: 0.021143, var: 0.000045","mean: 0.028674, var: 0.000081","mean: 0.059300, var: 0.002730",1.9388511225043188,Low
ENSP00000434221,"mean: 0.049713, var: 0.000182","mean: 0.307056, var: 0.002580","mean: 0.883887, var: 0.001954","mean: 0.048074, var: 0.000629","mean: 0.067334, var: 0.000391","mean: 0.124792, var: 0.001745","mean: 0.014382, var: 0.000158","mean: 0.074164, var: 0.000558","mean: 0.061377, var: 0.000512","mean: 0.032239, var: 0.000186","mean: 0.025085, var: 0.000757",1.8365449656945962,Low
ENSP00000489555,"mean: 0.037567, var: 0.000179","mean: 0.160291, var: 0.000939","mean: 0.880273, var: 0.003100","mean: 0.215759, var: 0.006916","mean: 0.024420, var: 0.000067","mean: 0.024691, var: 0.000380","mean: 0.103119, var: 0.004385","mean: 0.047119, var: 0.000368","mean: 0.034106, var: 0.000385","mean: 0.035439, var: 0.000235","mean: 0.015970, var: 0.000267",1.7198026302916374,Low
