ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000174618,"mean: 0.104431, var: 0.001118","mean: 0.439258, var: 0.007757","mean: 0.824219, var: 0.001107","mean: 0.041209, var: 0.000581","mean: 0.051642, var: 0.000120","mean: 0.249170, var: 0.002167","mean: 0.001791, var: 0.000005","mean: 0.048575, var: 0.000273","mean: 0.046991, var: 0.000115","mean: 0.152026, var: 0.001661","mean: 0.020205, var: 0.000503",2.0544933098406575,Moderate
ENSP00000445021,"mean: 0.859082, var: 0.003410","mean: 0.128894, var: 0.000989","mean: 0.084930, var: 0.000951","mean: 0.184998, var: 0.012268","mean: 0.372510, var: 0.004481","mean: 0.186743, var: 0.011532","mean: 0.023612, var: 0.000641","mean: 0.736328, var: 0.002144","mean: 0.416309, var: 0.000487","mean: 0.800391, var: 0.011402","mean: 0.049986, var: 0.001408",2.6039882337452847,Moderate
ENSP00000265537,"mean: 0.232056, var: 0.000625","mean: 0.145117, var: 0.000439","mean: 0.105713, var: 0.000634","mean: 0.164709, var: 0.003927","mean: 0.068680, var: 0.000433","mean: 0.933984, var: 0.000151","mean: 0.046259, var: 0.001223","mean: 0.100861, var: 0.001167","mean: 0.063898, var: 0.000113","mean: 0.099548, var: 0.000041","mean: 0.129889, var: 0.003485",2.445509261974658,Moderate
ENSP00000412530,"mean: 0.121118, var: 0.001120","mean: 0.457129, var: 0.005074","mean: 0.537158, var: 0.000738","mean: 0.028551, var: 0.000552","mean: 0.085742, var: 0.000672","mean: 0.083661, var: 0.001207","mean: 0.014735, var: 0.000150","mean: 0.089893, var: 0.000654","mean: 0.103467, var: 0.002127","mean: 0.122321, var: 0.004176","mean: 0.011123, var: 0.000117",2.2875214436169173,Moderate
ENSP00000290597,"mean: 0.260815, var: 0.003769","mean: 0.182056, var: 0.000199","mean: 0.100134, var: 0.000570","mean: 0.138867, var: 0.004385","mean: 0.129590, var: 0.001177","mean: 0.910352, var: 0.000542","mean: 0.023821, var: 0.000472","mean: 0.077014, var: 0.000536","mean: 0.100000, var: 0.000245","mean: 0.106104, var: 0.000011","mean: 0.136267, var: 0.001432",2.5418924331450423,Moderate
ENSP00000410707,"mean: 0.108984, var: 0.000909","mean: 0.636133, var: 0.002397","mean: 0.534082, var: 0.022322","mean: 0.032600, var: 0.000785","mean: 0.086078, var: 0.000815","mean: 0.086670, var: 0.000962","mean: 0.005044, var: 0.000030","mean: 0.320703, var: 0.010818","mean: 0.192664, var: 0.004416","mean: 0.368506, var: 0.003992","mean: 0.013486, var: 0.000221",2.5336050703066313,Moderate
ENSP00000216190,"mean: 0.121890, var: 0.003752","mean: 0.537598, var: 0.011282","mean: 0.492627, var: 0.011181","mean: 0.069611, var: 0.001539","mean: 0.046814, var: 0.000705","mean: 0.103217, var: 0.001649","mean: 0.054230, var: 0.000365","mean: 0.157434, var: 0.001639","mean: 0.094769, var: 0.002407","mean: 0.219971, var: 0.011468","mean: 0.003701, var: 0.000026",2.52842453420406,Moderate
ENSP00000260803,"mean: 0.086877, var: 0.000620","mean: 0.387939, var: 0.006178","mean: 0.856152, var: 0.004231","mean: 0.025091, var: 0.000202","mean: 0.059122, var: 0.000301","mean: 0.199451, var: 0.003879","mean: 0.021892, var: 0.000395","mean: 0.044867, var: 0.000033","mean: 0.080298, var: 0.000688","mean: 0.063989, var: 0.001386","mean: 0.028453, var: 0.000843",1.9964277664874557,Moderate
ENSP00000361667,"mean: 0.827148, var: 0.003110","mean: 0.120532, var: 0.000571","mean: 0.184351, var: 0.000526","mean: 0.083611, var: 0.002503","mean: 0.199292, var: 0.001941","mean: 0.231079, var: 0.007543","mean: 0.024659, var: 0.000357","mean: 0.713770, var: 0.004038","mean: 0.465723, var: 0.009379","mean: 0.438281, var: 0.015186","mean: 0.024982, var: 0.000461",2.7327698810088026,Moderate
ENSP00000434192,"mean: 0.219653, var: 0.000909","mean: 0.266357, var: 0.001930","mean: 0.169189, var: 0.000631","mean: 0.179706, var: 0.009065","mean: 0.094061, var: 0.000440","mean: 0.908398, var: 0.000142","mean: 0.062860, var: 0.001882","mean: 0.081641, var: 0.000272","mean: 0.059613, var: 0.000074","mean: 0.083063, var: 0.000585","mean: 0.228601, var: 0.010744",2.6945789185705267,Moderate
ENSP00000366460,"mean: 0.797168, var: 0.003666","mean: 0.172290, var: 0.000097","mean: 0.073938, var: 0.000144","mean: 0.303662, var: 0.012023","mean: 0.723730, var: 0.005764","mean: 0.073724, var: 0.001102","mean: 0.014660, var: 0.000073","mean: 0.353320, var: 0.001498","mean: 0.485645, var: 0.007387","mean: 0.517725, var: 0.001119","mean: 0.043854, var: 0.000139",2.7226355968455658,Moderate
ENSP00000438276,"mean: 0.058649, var: 0.000071","mean: 0.436084, var: 0.003315","mean: 0.785937, var: 0.002262","mean: 0.156888, var: 0.007343","mean: 0.068298, var: 0.000126","mean: 0.075150, var: 0.002892","mean: 0.015463, var: 0.000217","mean: 0.074200, var: 0.000662","mean: 0.062238, var: 0.000301","mean: 0.096216, var: 0.001227","mean: 0.070612, var: 0.003342",2.2286749206183556,Moderate
ENSP00000258385,"mean: 0.800391, var: 0.009087","mean: 0.147717, var: 0.000678","mean: 0.127869, var: 0.000802","mean: 0.127338, var: 0.010793","mean: 0.795898, var: 0.012147","mean: 0.065973, var: 0.000426","mean: 0.010503, var: 0.000070","mean: 0.257739, var: 0.008108","mean: 0.228052, var: 0.003313","mean: 0.213831, var: 0.005803","mean: 0.044928, var: 0.000300",2.550823288606651,Moderate
ENSP00000354499,"mean: 0.869629, var: 0.001947","mean: 0.075037, var: 0.000216","mean: 0.099109, var: 0.000503","mean: 0.026439, var: 0.000263","mean: 0.596387, var: 0.017569","mean: 0.119092, var: 0.001024","mean: 0.098364, var: 0.008031","mean: 0.531494, var: 0.005218","mean: 0.399585, var: 0.033993","mean: 0.345654, var: 0.009889","mean: 0.030297, var: 0.000604",2.606348555955559,Moderate
ENSP00000499031,"mean: 0.127429, var: 0.000130","mean: 0.428564, var: 0.000130","mean: 0.799023, var: 0.001626","mean: 0.124695, var: 0.001131","mean: 0.166309, var: 0.000557","mean: 0.092181, var: 0.000859","mean: 0.001239, var: 0.000002","mean: 0.083990, var: 0.000774","mean: 0.076135, var: 0.001440","mean: 0.102606, var: 0.000680","mean: 0.008501, var: 0.000096",2.269188556121452,Moderate
ENSP00000356991,"mean: 0.792969, var: 0.007249","mean: 0.262231, var: 0.000182","mean: 0.119788, var: 0.000184","mean: 0.179761, var: 0.008511","mean: 0.812109, var: 0.010139","mean: 0.092255, var: 0.001521","mean: 0.004612, var: 0.000013","mean: 0.235962, var: 0.001044","mean: 0.317920, var: 0.000994","mean: 0.288306, var: 0.001684","mean: 0.055270, var: 0.001068",2.7350041754202117,Moderate
ENSP00000484105,"mean: 0.122107, var: 0.000590","mean: 0.554443, var: 0.001942","mean: 0.612695, var: 0.001139","mean: 0.076129, var: 0.001702","mean: 0.044730, var: 0.000294","mean: 0.435254, var: 0.006708","mean: 0.020333, var: 0.000274","mean: 0.092236, var: 0.000212","mean: 0.235999, var: 0.007776","mean: 0.176392, var: 0.002615","mean: 0.031890, var: 0.000947",2.6367577936518707,Moderate
ENSP00000339532,"mean: 0.046161, var: 0.000271","mean: 0.512988, var: 0.007327","mean: 0.680664, var: 0.008199","mean: 0.062012, var: 0.002322","mean: 0.037247, var: 0.000160","mean: 0.205481, var: 0.009958","mean: 0.098256, var: 0.007534","mean: 0.073700, var: 0.001562","mean: 0.037187, var: 0.000239","mean: 0.169287, var: 0.000807","mean: 0.012923, var: 0.000345",2.2658123854905017,Moderate
ENSP00000401823,"mean: 0.171814, var: 0.001749","mean: 0.729102, var: 0.004329","mean: 0.634375, var: 0.001645","mean: 0.026327, var: 0.000579","mean: 0.102332, var: 0.000185","mean: 0.139636, var: 0.002193","mean: 0.017063, var: 0.000292","mean: 0.150928, var: 0.001877","mean: 0.123938, var: 0.003402","mean: 0.156519, var: 0.000277","mean: 0.114229, var: 0.009076",2.5773574707416933,Moderate
ENSP00000329687,"mean: 0.359277, var: 0.004511","mean: 0.592187, var: 0.001620","mean: 0.585840, var: 0.006393","mean: 0.049594, var: 0.000709","mean: 0.492480, var: 0.015807","mean: 0.126025, var: 0.001559","mean: 0.017438, var: 0.000078","mean: 0.098804, var: 0.001067","mean: 0.202045, var: 0.010570","mean: 0.248096, var: 0.002347","mean: 0.012501, var: 0.000104",2.7731632866091305,Moderate
ENSP00000457746,"mean: 0.064069, var: 0.000238","mean: 0.365039, var: 0.003563","mean: 0.851953, var: 0.008716","mean: 0.090985, var: 0.001490","mean: 0.042606, var: 0.000552","mean: 0.155286, var: 0.002956","mean: 0.011219, var: 0.000085","mean: 0.208325, var: 0.002625","mean: 0.043610, var: 0.000076","mean: 0.116919, var: 0.000646","mean: 0.014417, var: 0.000370",2.1480190616865755,Moderate
ENSP00000485289,"mean: 0.125854, var: 0.001000","mean: 0.699219, var: 0.001108","mean: 0.493262, var: 0.004542","mean: 0.023001, var: 0.000166","mean: 0.126221, var: 0.000575","mean: 0.488330, var: 0.012461","mean: 0.150018, var: 0.013228","mean: 0.052802, var: 0.000643","mean: 0.073810, var: 0.001266","mean: 0.072665, var: 0.004140","mean: 0.507568, var: 0.023037",2.7246118493818647,Moderate
ENSP00000384695,"mean: 0.173486, var: 0.000682","mean: 0.213452, var: 0.000960","mean: 0.053815, var: 0.000230","mean: 0.907129, var: 0.000765","mean: 0.128174, var: 0.000596","mean: 0.122375, var: 0.004420","mean: 0.052051, var: 0.001168","mean: 0.270142, var: 0.010201","mean: 0.291333, var: 0.005198","mean: 0.265625, var: 0.003413","mean: 0.009790, var: 0.000085",2.6637156777707416,Moderate
ENSP00000355866,"mean: 0.170410, var: 0.001052","mean: 0.614648, var: 0.005578","mean: 0.497803, var: 0.007694","mean: 0.032759, var: 0.000329","mean: 0.246899, var: 0.003816","mean: 0.210278, var: 0.001910","mean: 0.009541, var: 0.000078","mean: 0.162366, var: 0.008486","mean: 0.141760, var: 0.002379","mean: 0.174377, var: 0.005391","mean: 0.022643, var: 0.000350",2.7400048141324556,Moderate
ENSP00000403974,"mean: 0.087286, var: 0.000864","mean: 0.414209, var: 0.007076","mean: 0.749512, var: 0.008915","mean: 0.123889, var: 0.001180","mean: 0.051758, var: 0.000298","mean: 0.088612, var: 0.002404","mean: 0.010760, var: 0.000050","mean: 0.101660, var: 0.002268","mean: 0.142630, var: 0.005395","mean: 0.165027, var: 0.006729","mean: 0.031046, var: 0.001479",2.384844319791263,Moderate
ENSP00000366450,"mean: 0.795605, var: 0.003861","mean: 0.174683, var: 0.000129","mean: 0.073181, var: 0.000153","mean: 0.298828, var: 0.012657","mean: 0.721680, var: 0.005549","mean: 0.072498, var: 0.001052","mean: 0.017568, var: 0.000098","mean: 0.366455, var: 0.001681","mean: 0.489551, var: 0.007236","mean: 0.520850, var: 0.001020","mean: 0.045142, var: 0.000140",2.732792295941791,Moderate
ENSP00000263102,"mean: 0.122217, var: 0.000554","mean: 0.696875, var: 0.005333","mean: 0.511816, var: 0.003657","mean: 0.037685, var: 0.000414","mean: 0.138391, var: 0.000182","mean: 0.159058, var: 0.003304","mean: 0.002201, var: 0.000004","mean: 0.078064, var: 0.000050","mean: 0.162683, var: 0.003297","mean: 0.183179, var: 0.001500","mean: 0.007893, var: 0.000069",2.398146296388233,Moderate
ENSP00000346196,"mean: 0.221021, var: 0.001421","mean: 0.189185, var: 0.001061","mean: 0.159265, var: 0.001143","mean: 0.111816, var: 0.004997","mean: 0.084564, var: 0.000728","mean: 0.917871, var: 0.000161","mean: 0.022724, var: 0.000431","mean: 0.064740, var: 0.000369","mean: 0.030176, var: 0.000031","mean: 0.086267, var: 0.000391","mean: 0.064197, var: 0.001283",2.2302633608028146,Moderate
ENSP00000503886,"mean: 0.111279, var: 0.000423","mean: 0.638672, var: 0.004473","mean: 0.603564, var: 0.019296","mean: 0.030722, var: 0.000865","mean: 0.064130, var: 0.000345","mean: 0.084845, var: 0.001820","mean: 0.006292, var: 0.000039","mean: 0.336450, var: 0.009902","mean: 0.184814, var: 0.002453","mean: 0.346094, var: 0.005933","mean: 0.017014, var: 0.000349",2.47485818100883,Moderate
ENSP00000403044,"mean: 0.236670, var: 0.004662","mean: 0.590137, var: 0.006716","mean: 0.260254, var: 0.003522","mean: 0.024388, var: 0.000222","mean: 0.146350, var: 0.002086","mean: 0.327808, var: 0.002429","mean: 0.029431, var: 0.000215","mean: 0.045805, var: 0.001004","mean: 0.073178, var: 0.002196","mean: 0.209497, var: 0.004618","mean: 0.017514, var: 0.000465",2.5747036388725877,Moderate
ENSP00000497587,"mean: 0.266846, var: 0.001188","mean: 0.159119, var: 0.001098","mean: 0.109314, var: 0.001279","mean: 0.078384, var: 0.003401","mean: 0.099677, var: 0.001084","mean: 0.937500, var: 0.000194","mean: 0.100043, var: 0.003113","mean: 0.044379, var: 0.000032","mean: 0.065552, var: 0.000040","mean: 0.085547, var: 0.000226","mean: 0.129272, var: 0.006101",2.398870408504249,Moderate
ENSP00000354961,"mean: 0.604980, var: 0.008113","mean: 0.127942, var: 0.000142","mean: 0.397266, var: 0.007655","mean: 0.058252, var: 0.000976","mean: 0.337329, var: 0.029822","mean: 0.199438, var: 0.002169","mean: 0.029068, var: 0.000182","mean: 0.694189, var: 0.021035","mean: 0.020269, var: 0.000238","mean: 0.061789, var: 0.000589","mean: 0.025000, var: 0.000069",2.4870709980059145,Moderate
ENSP00000339530,"mean: 0.099939, var: 0.000457","mean: 0.290479, var: 0.000414","mean: 0.779395, var: 0.003362","mean: 0.088733, var: 0.001933","mean: 0.117029, var: 0.001117","mean: 0.164209, var: 0.004673","mean: 0.011565, var: 0.000182","mean: 0.110559, var: 0.000431","mean: 0.124811, var: 0.003193","mean: 0.084607, var: 0.000170","mean: 0.039158, var: 0.002108",2.43679231128138,Moderate
ENSP00000275227,"mean: 0.791699, var: 0.001446","mean: 0.171838, var: 0.001507","mean: 0.085083, var: 0.000163","mean: 0.077490, var: 0.000329","mean: 0.569092, var: 0.003072","mean: 0.171985, var: 0.006159","mean: 0.011877, var: 0.000144","mean: 0.415381, var: 0.003989","mean: 0.666553, var: 0.018785","mean: 0.463623, var: 0.008317","mean: 0.018026, var: 0.000368",2.635703968518071,Moderate
ENSP00000268379,"mean: 0.293921, var: 0.002849","mean: 0.203296, var: 0.001714","mean: 0.065045, var: 0.000239","mean: 0.128192, var: 0.004072","mean: 0.060657, var: 0.000247","mean: 0.912500, var: 0.000889","mean: 0.204834, var: 0.009402","mean: 0.051715, var: 0.000082","mean: 0.053833, var: 0.000085","mean: 0.075244, var: 0.000094","mean: 0.095801, var: 0.004199",2.432994850897412,Moderate
ENSP00000503453,"mean: 0.141553, var: 0.000455","mean: 0.284692, var: 0.000679","mean: 0.733203, var: 0.002912","mean: 0.133228, var: 0.002643","mean: 0.069226, var: 0.000265","mean: 0.209216, var: 0.005572","mean: 0.012052, var: 0.000135","mean: 0.181885, var: 0.004163","mean: 0.158105, var: 0.003418","mean: 0.116943, var: 0.000853","mean: 0.089413, var: 0.003235",2.764390684256095,Moderate
ENSP00000379285,"mean: 0.270435, var: 0.001328","mean: 0.138171, var: 0.000407","mean: 0.112756, var: 0.000858","mean: 0.110980, var: 0.002889","mean: 0.110767, var: 0.000662","mean: 0.909277, var: 0.000613","mean: 0.116113, var: 0.002878","mean: 0.087292, var: 0.000604","mean: 0.049115, var: 0.000042","mean: 0.061627, var: 0.000085","mean: 0.072034, var: 0.001413",2.419519240971964,Moderate
ENSP00000276603,"mean: 0.135071, var: 0.001198","mean: 0.290210, var: 0.001619","mean: 0.779980, var: 0.001620","mean: 0.058746, var: 0.000745","mean: 0.049072, var: 0.000195","mean: 0.199304, var: 0.004460","mean: 0.008917, var: 0.000066","mean: 0.123682, var: 0.001544","mean: 0.138647, var: 0.004907","mean: 0.121838, var: 0.000797","mean: 0.061630, var: 0.002415",2.4619062044519358,Moderate
ENSP00000383919,"mean: 0.216553, var: 0.001738","mean: 0.771680, var: 0.002443","mean: 0.346826, var: 0.001431","mean: 0.106433, var: 0.003779","mean: 0.322437, var: 0.005077","mean: 0.093829, var: 0.002490","mean: 0.001698, var: 0.000003","mean: 0.126819, var: 0.001135","mean: 0.224976, var: 0.005004","mean: 0.331836, var: 0.003724","mean: 0.019475, var: 0.000387",2.77507357098432,Moderate
ENSP00000254928,"mean: 0.198877, var: 0.001649","mean: 0.177002, var: 0.000629","mean: 0.151404, var: 0.000948","mean: 0.094489, var: 0.003056","mean: 0.066083, var: 0.000397","mean: 0.936719, var: 0.000275","mean: 0.040221, var: 0.000799","mean: 0.106702, var: 0.001725","mean: 0.064417, var: 0.000290","mean: 0.106970, var: 0.000315","mean: 0.133234, var: 0.004258",2.4295330804104713,Moderate
ENSP00000476746,"mean: 0.071259, var: 0.001615","mean: 0.312988, var: 0.007183","mean: 0.825293, var: 0.002279","mean: 0.081055, var: 0.002152","mean: 0.047577, var: 0.000831","mean: 0.081232, var: 0.002729","mean: 0.009317, var: 0.000084","mean: 0.111804, var: 0.002435","mean: 0.061313, var: 0.000601","mean: 0.052151, var: 0.000414","mean: 0.038342, var: 0.001679",2.0015144570849186,Moderate
ENSP00000248450,"mean: 0.124719, var: 0.002001","mean: 0.552588, var: 0.010698","mean: 0.714355, var: 0.006579","mean: 0.021561, var: 0.000359","mean: 0.161987, var: 0.004847","mean: 0.134705, var: 0.005482","mean: 0.031027, var: 0.000968","mean: 0.079907, var: 0.001174","mean: 0.152966, var: 0.001321","mean: 0.159204, var: 0.006855","mean: 0.106266, var: 0.009282",2.602946564196782,Moderate
ENSP00000435375,"mean: 0.170947, var: 0.007112","mean: 0.328125, var: 0.000706","mean: 0.619971, var: 0.034341","mean: 0.080170, var: 0.001515","mean: 0.058165, var: 0.002228","mean: 0.190039, var: 0.000231","mean: 0.002159, var: 0.000005","mean: 0.134607, var: 0.000967","mean: 0.129193, var: 0.002926","mean: 0.121326, var: 0.001856","mean: 0.041816, var: 0.001462",2.583568978395301,Moderate
ENSP00000417207,"mean: 0.176733, var: 0.002485","mean: 0.290210, var: 0.004772","mean: 0.806152, var: 0.003799","mean: 0.013033, var: 0.000096","mean: 0.228223, var: 0.002344","mean: 0.069421, var: 0.002174","mean: 0.002600, var: 0.000006","mean: 0.038577, var: 0.000500","mean: 0.100311, var: 0.002342","mean: 0.054849, var: 0.000853","mean: 0.048648, var: 0.003604",2.09599716394689,Moderate
ENSP00000302321,"mean: 0.355127, var: 0.002584","mean: 0.183032, var: 0.000915","mean: 0.084656, var: 0.000258","mean: 0.138232, var: 0.005516","mean: 0.217969, var: 0.006614","mean: 0.936035, var: 0.000021","mean: 0.047458, var: 0.001051","mean: 0.107153, var: 0.000929","mean: 0.057599, var: 0.000102","mean: 0.112097, var: 0.000865","mean: 0.103589, var: 0.004014",2.5835130467321026,Moderate
ENSP00000401820,"mean: 0.178467, var: 0.000893","mean: 0.194043, var: 0.000694","mean: 0.047977, var: 0.000213","mean: 0.907617, var: 0.000829","mean: 0.126038, var: 0.000676","mean: 0.114465, var: 0.004113","mean: 0.051807, var: 0.001547","mean: 0.258606, var: 0.010960","mean: 0.295728, var: 0.006314","mean: 0.271899, var: 0.004652","mean: 0.008934, var: 0.000064",2.6282122669661336,Moderate
ENSP00000497268,"mean: 0.100970, var: 0.001534","mean: 0.616504, var: 0.005051","mean: 0.626953, var: 0.005642","mean: 0.060944, var: 0.000298","mean: 0.078577, var: 0.000635","mean: 0.202563, var: 0.008377","mean: 0.057001, var: 0.001173","mean: 0.095691, var: 0.000266","mean: 0.216150, var: 0.012749","mean: 0.134387, var: 0.001382","mean: 0.082617, var: 0.001124",2.71090870910363,Moderate
ENSP00000368686,"mean: 0.170752, var: 0.002266","mean: 0.505615, var: 0.017383","mean: 0.860742, var: 0.002222","mean: 0.027718, var: 0.000239","mean: 0.121667, var: 0.005599","mean: 0.246802, var: 0.001528","mean: 0.006212, var: 0.000062","mean: 0.075955, var: 0.002216","mean: 0.136835, var: 0.006729","mean: 0.205396, var: 0.000630","mean: 0.109293, var: 0.009437",2.5432572166275644,Moderate
ENSP00000358300,"mean: 0.109741, var: 0.001009","mean: 0.305908, var: 0.001248","mean: 0.786133, var: 0.007457","mean: 0.188257, var: 0.002443","mean: 0.056335, var: 0.000576","mean: 0.139539, var: 0.001526","mean: 0.008829, var: 0.000075","mean: 0.048694, var: 0.000464","mean: 0.128711, var: 0.001909","mean: 0.132654, var: 0.003925","mean: 0.005105, var: 0.000036",2.292932536947473,Moderate
ENSP00000470652,"mean: 0.731250, var: 0.004456","mean: 0.102954, var: 0.000855","mean: 0.308325, var: 0.002040","mean: 0.051172, var: 0.002027","mean: 0.155603, var: 0.000830","mean: 0.304346, var: 0.013530","mean: 0.005679, var: 0.000052","mean: 0.721680, var: 0.011621","mean: 0.241406, var: 0.003986","mean: 0.671777, var: 0.005411","mean: 0.095477, var: 0.002009",2.7287470767878537,Moderate
ENSP00000393333,"mean: 0.843262, var: 0.005801","mean: 0.208447, var: 0.000552","mean: 0.077106, var: 0.000291","mean: 0.066092, var: 0.002561","mean: 0.782520, var: 0.010715","mean: 0.157336, var: 0.002073","mean: 0.017827, var: 0.000185","mean: 0.362939, var: 0.001359","mean: 0.312598, var: 0.002874","mean: 0.317383, var: 0.000558","mean: 0.022660, var: 0.000186",2.5838316374776262,Moderate
ENSP00000357442,"mean: 0.075415, var: 0.000557","mean: 0.403564, var: 0.001300","mean: 0.840723, var: 0.004934","mean: 0.053159, var: 0.000788","mean: 0.059000, var: 0.000617","mean: 0.078632, var: 0.001353","mean: 0.021301, var: 0.000091","mean: 0.121448, var: 0.003562","mean: 0.051590, var: 0.000806","mean: 0.091461, var: 0.001010","mean: 0.009279, var: 0.000142",1.9830784015698484,Moderate
ENSP00000502176,"mean: 0.238135, var: 0.002036","mean: 0.213428, var: 0.001350","mean: 0.106519, var: 0.000655","mean: 0.146643, var: 0.004281","mean: 0.093347, var: 0.000885","mean: 0.916797, var: 0.000159","mean: 0.267480, var: 0.005263","mean: 0.049982, var: 0.000109","mean: 0.059967, var: 0.000031","mean: 0.113574, var: 0.000823","mean: 0.080026, var: 0.006464",2.6127816337439262,Moderate
ENSP00000388506,"mean: 0.136157, var: 0.000338","mean: 0.239575, var: 0.001410","mean: 0.752637, var: 0.003271","mean: 0.062518, var: 0.000160","mean: 0.085022, var: 0.000105","mean: 0.086188, var: 0.003311","mean: 0.005861, var: 0.000033","mean: 0.075140, var: 0.000573","mean: 0.067267, var: 0.000288","mean: 0.267896, var: 0.005373","mean: 0.010009, var: 0.000176",2.226963515069843,Moderate
ENSP00000273588,"mean: 0.157263, var: 0.000803","mean: 0.226392, var: 0.001704","mean: 0.132764, var: 0.001128","mean: 0.154883, var: 0.006842","mean: 0.090955, var: 0.000623","mean: 0.935352, var: 0.000341","mean: 0.023109, var: 0.000361","mean: 0.061353, var: 0.000342","mean: 0.056525, var: 0.000033","mean: 0.088428, var: 0.000201","mean: 0.090344, var: 0.002658",2.317117328752153,Moderate
ENSP00000387729,"mean: 0.132361, var: 0.002190","mean: 0.773340, var: 0.003050","mean: 0.555127, var: 0.016161","mean: 0.084656, var: 0.001531","mean: 0.101758, var: 0.002846","mean: 0.063858, var: 0.000789","mean: 0.031554, var: 0.000170","mean: 0.141309, var: 0.001231","mean: 0.158258, var: 0.004991","mean: 0.285571, var: 0.007776","mean: 0.035067, var: 0.001705",2.5631114392899605,Moderate
ENSP00000358033,"mean: 0.269653, var: 0.001495","mean: 0.198999, var: 0.000296","mean: 0.133618, var: 0.000175","mean: 0.084894, var: 0.001580","mean: 0.086292, var: 0.000520","mean: 0.870020, var: 0.000691","mean: 0.155164, var: 0.001285","mean: 0.074384, var: 0.000054","mean: 0.063068, var: 0.000151","mean: 0.104907, var: 0.000405","mean: 0.078857, var: 0.002290",2.579094577469557,Moderate
ENSP00000426560,"mean: 0.043716, var: 0.000174","mean: 0.286450, var: 0.001513","mean: 0.739844, var: 0.008252","mean: 0.304248, var: 0.010805","mean: 0.030142, var: 0.000167","mean: 0.241260, var: 0.007055","mean: 0.015282, var: 0.000146","mean: 0.095184, var: 0.001138","mean: 0.043463, var: 0.000436","mean: 0.077338, var: 0.001320","mean: 0.079987, var: 0.008627",2.352549787346913,Moderate
ENSP00000483421,"mean: 0.183862, var: 0.000923","mean: 0.199634, var: 0.000829","mean: 0.049161, var: 0.000202","mean: 0.919043, var: 0.000580","mean: 0.135217, var: 0.000710","mean: 0.119855, var: 0.004505","mean: 0.048882, var: 0.001613","mean: 0.237170, var: 0.010313","mean: 0.285864, var: 0.004925","mean: 0.259937, var: 0.005027","mean: 0.006822, var: 0.000044",2.614597138445745,Moderate
ENSP00000340883,"mean: 0.135571, var: 0.000978","mean: 0.513037, var: 0.004528","mean: 0.797656, var: 0.006267","mean: 0.096738, var: 0.004640","mean: 0.100842, var: 0.000653","mean: 0.134213, var: 0.006573","mean: 0.008941, var: 0.000094","mean: 0.112146, var: 0.000968","mean: 0.210376, var: 0.002931","mean: 0.158679, var: 0.002935","mean: 0.019175, var: 0.000642",2.503914974513111,Moderate
ENSP00000422951,"mean: 0.155249, var: 0.000387","mean: 0.565283, var: 0.004294","mean: 0.670996, var: 0.001910","mean: 0.069708, var: 0.001577","mean: 0.179675, var: 0.003014","mean: 0.200757, var: 0.007035","mean: 0.062189, var: 0.001939","mean: 0.057843, var: 0.000348","mean: 0.029597, var: 0.000164","mean: 0.130164, var: 0.001341","mean: 0.028923, var: 0.000756",2.505454639908269,Moderate
ENSP00000504470,"mean: 0.139636, var: 0.001212","mean: 0.293506, var: 0.001646","mean: 0.777539, var: 0.002068","mean: 0.055542, var: 0.000791","mean: 0.050177, var: 0.000232","mean: 0.220203, var: 0.005745","mean: 0.011258, var: 0.000084","mean: 0.121777, var: 0.001142","mean: 0.125305, var: 0.003303","mean: 0.129993, var: 0.001068","mean: 0.073773, var: 0.004097",2.498957653379011,Moderate
ENSP00000408963,"mean: 0.030106, var: 0.000386","mean: 0.452930, var: 0.001881","mean: 0.768945, var: 0.006233","mean: 0.140967, var: 0.002699","mean: 0.024910, var: 0.000460","mean: 0.144104, var: 0.006108","mean: 0.014041, var: 0.000267","mean: 0.160205, var: 0.001356","mean: 0.032726, var: 0.000981","mean: 0.074719, var: 0.001130","mean: 0.027849, var: 0.000571",2.0722838609538865,Moderate
ENSP00000246115,"mean: 0.848242, var: 0.005057","mean: 0.212256, var: 0.000814","mean: 0.079163, var: 0.000262","mean: 0.068176, var: 0.001643","mean: 0.882910, var: 0.005112","mean: 0.132922, var: 0.000703","mean: 0.013551, var: 0.000135","mean: 0.237305, var: 0.002993","mean: 0.252734, var: 0.005549","mean: 0.220288, var: 0.002832","mean: 0.039446, var: 0.000713",2.4386821078529226,Moderate
ENSP00000351040,"mean: 0.061847, var: 0.000292","mean: 0.525586, var: 0.005706","mean: 0.765430, var: 0.000865","mean: 0.148483, var: 0.005570","mean: 0.075555, var: 0.000777","mean: 0.191333, var: 0.003040","mean: 0.009507, var: 0.000091","mean: 0.099774, var: 0.000792","mean: 0.054172, var: 0.000758","mean: 0.078650, var: 0.000580","mean: 0.052603, var: 0.001105",2.2966544408756473,Moderate
