ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Expected_Entropy,Mutual_Information,Uncertainty_Level
ENSP00000260563,"mean: 0.287402, var: 0.023362","mean: 0.427539, var: 0.012048","mean: 0.537939, var: 0.013261","mean: 0.057627, var: 0.002469","mean: 0.181934, var: 0.000579","mean: 0.441650, var: 0.038928","mean: 0.027314, var: 0.001055","mean: 0.031094, var: 0.000280","mean: 0.087573, var: 0.000863","mean: 0.056311, var: 0.000886","mean: 0.208673, var: 0.028214",2.799100221567665,0.46632719277106693,2.332773028796598,Moderate
ENSP00000243082,"mean: 0.185083, var: 0.005489","mean: 0.434424, var: 0.002689","mean: 0.678223, var: 0.002070","mean: 0.184186, var: 0.009116","mean: 0.171686, var: 0.007294","mean: 0.296118, var: 0.005026","mean: 0.022984, var: 0.000431","mean: 0.295435, var: 0.010025","mean: 0.096863, var: 0.002433","mean: 0.136026, var: 0.004706","mean: 0.040611, var: 0.001457",2.986800755171585,0.26145722108478314,2.725343534086802,Moderate
ENSP00000266544,"mean: 0.381348, var: 0.001514","mean: 0.174146, var: 0.001102","mean: 0.086255, var: 0.000465","mean: 0.076935, var: 0.001577","mean: 0.155041, var: 0.000901","mean: 0.908789, var: 0.000320","mean: 0.459473, var: 0.009761","mean: 0.074432, var: 0.000467","mean: 0.073206, var: 0.000206","mean: 0.101660, var: 0.000090","mean: 0.080640, var: 0.002757",2.634149163075618,0.1075729897727627,2.5265761733028556,Moderate
ENSP00000426083,"mean: 0.236841, var: 0.004572","mean: 0.617773, var: 0.011161","mean: 0.206372, var: 0.007557","mean: 0.167364, var: 0.010292","mean: 0.253687, var: 0.000717","mean: 0.462158, var: 0.017061","mean: 0.080658, var: 0.001967","mean: 0.092932, var: 0.000954","mean: 0.157513, var: 0.008445","mean: 0.108899, var: 0.000494","mean: 0.076254, var: 0.005019",3.120911237505785,0.32301068703853797,2.7979005504672467,Moderate
ENSP00000405752,"mean: 0.567676, var: 0.014684","mean: 0.624219, var: 0.006920","mean: 0.294214, var: 0.001568","mean: 0.051671, var: 0.001701","mean: 0.330664, var: 0.003345","mean: 0.287549, var: 0.004914","mean: 0.014129, var: 0.000138","mean: 0.395703, var: 0.018826","mean: 0.496094, var: 0.002677","mean: 0.731738, var: 0.003937","mean: 0.065627, var: 0.001812",3.035046691936654,0.287674445318762,2.7473722466178923,Moderate
ENSP00000459933,"mean: 0.257935, var: 0.021898","mean: 0.533984, var: 0.003617","mean: 0.488550, var: 0.038204","mean: 0.057831, var: 0.000125","mean: 0.100366, var: 0.001074","mean: 0.212622, var: 0.004509","mean: 0.028705, var: 0.000960","mean: 0.481738, var: 0.025932","mean: 0.225159, var: 0.011545","mean: 0.306714, var: 0.027390","mean: 0.015744, var: 0.000318",2.9765473422822346,0.5155536097797011,2.4609937325025335,Moderate
ENSP00000379284,"mean: 0.333521, var: 0.012413","mean: 0.495898, var: 0.000654","mean: 0.309424, var: 0.003120","mean: 0.079190, var: 0.002891","mean: 0.314575, var: 0.011305","mean: 0.181763, var: 0.002265","mean: 0.030902, var: 0.000493","mean: 0.250757, var: 0.005186","mean: 0.109445, var: 0.002945","mean: 0.138293, var: 0.002570","mean: 0.029600, var: 0.000921",3.025779475885713,0.22862315005440922,2.797156325831304,Moderate
ENSP00000430121,"mean: 0.191626, var: 0.000324","mean: 0.491699, var: 0.002437","mean: 0.651074, var: 0.002137","mean: 0.166809, var: 0.004704","mean: 0.140173, var: 0.001110","mean: 0.124817, var: 0.003122","mean: 0.071982, var: 0.004580","mean: 0.198267, var: 0.002280","mean: 0.162744, var: 0.000984","mean: 0.172217, var: 0.002495","mean: 0.183984, var: 0.009231",3.199053295684631,0.18473601733921946,3.0143172783454117,Moderate
ENSP00000342699,"mean: 0.145447, var: 0.000557","mean: 0.669727, var: 0.006923","mean: 0.476514, var: 0.004413","mean: 0.073889, var: 0.000591","mean: 0.078754, var: 0.000195","mean: 0.179858, var: 0.003962","mean: 0.004910, var: 0.000027","mean: 0.107019, var: 0.000301","mean: 0.177405, var: 0.001719","mean: 0.293286, var: 0.003050","mean: 0.056182, var: 0.003020",2.696878899601865,0.13936634866207168,2.5575125509397933,Moderate
ENSP00000493763,"mean: 0.233777, var: 0.007044","mean: 0.601074, var: 0.017025","mean: 0.135498, var: 0.001758","mean: 0.349902, var: 0.032905","mean: 0.053937, var: 0.000516","mean: 0.254358, var: 0.015026","mean: 0.057417, var: 0.002816","mean: 0.156653, var: 0.016172","mean: 0.344873, var: 0.022519","mean: 0.168668, var: 0.006833","mean: 0.166016, var: 0.008151",3.209624017899277,0.5366606487918798,2.6729633691073973,Moderate
ENSP00000427300,"mean: 0.123328, var: 0.001805","mean: 0.424951, var: 0.008343","mean: 0.645605, var: 0.002440","mean: 0.217407, var: 0.003635","mean: 0.046713, var: 0.000449","mean: 0.451221, var: 0.017830","mean: 0.117853, var: 0.005552","mean: 0.201758, var: 0.006588","mean: 0.095941, var: 0.001412","mean: 0.164380, var: 0.006375","mean: 0.093415, var: 0.016101",3.0563370907315073,0.33159127312348147,2.7247458176080257,Moderate
ENSP00000480216,"mean: 0.169727, var: 0.004041","mean: 0.605371, var: 0.005995","mean: 0.557617, var: 0.007019","mean: 0.077231, var: 0.001278","mean: 0.207642, var: 0.005308","mean: 0.350781, var: 0.004865","mean: 0.007883, var: 0.000066","mean: 0.185901, var: 0.006747","mean: 0.202869, var: 0.012596","mean: 0.151245, var: 0.001489","mean: 0.044117, var: 0.002315",2.9201641487902155,0.2631974765442576,2.6569666722459577,Moderate
ENSP00000449746,"mean: 0.171509, var: 0.001291","mean: 0.495654, var: 0.002032","mean: 0.506787, var: 0.004347","mean: 0.039967, var: 0.000689","mean: 0.124792, var: 0.002243","mean: 0.128992, var: 0.002255","mean: 0.008993, var: 0.000055","mean: 0.141834, var: 0.002484","mean: 0.192480, var: 0.008048","mean: 0.160654, var: 0.009270","mean: 0.014443, var: 0.000187",2.638792392948379,0.17651373467032988,2.4622786582780494,Moderate
ENSP00000410603,"mean: 0.352881, var: 0.011519","mean: 0.485986, var: 0.003667","mean: 0.612305, var: 0.000841","mean: 0.049341, var: 0.000532","mean: 0.414600, var: 0.015985","mean: 0.262744, var: 0.000140","mean: 0.014690, var: 0.000030","mean: 0.160242, var: 0.000775","mean: 0.306885, var: 0.003263","mean: 0.310352, var: 0.011834","mean: 0.039752, var: 0.000379",3.092535189575738,0.22934578685688345,2.8631894027188545,Moderate
ENSP00000369411,"mean: 0.332471, var: 0.006037","mean: 0.513330, var: 0.007628","mean: 0.332166, var: 0.018063","mean: 0.020176, var: 0.000384","mean: 0.151001, var: 0.000333","mean: 0.235413, var: 0.008258","mean: 0.026421, var: 0.000867","mean: 0.296851, var: 0.007691","mean: 0.122275, var: 0.011471","mean: 0.173969, var: 0.003793","mean: 0.038377, var: 0.001363",2.9220946658528697,0.31078409518298783,2.611310570669882,Moderate
ENSP00000438158,"mean: 0.186426, var: 0.004696","mean: 0.696875, var: 0.005731","mean: 0.485547, var: 0.004212","mean: 0.240457, var: 0.018083","mean: 0.150012, var: 0.006477","mean: 0.354712, var: 0.008485","mean: 0.072552, var: 0.001197","mean: 0.168536, var: 0.004841","mean: 0.176575, var: 0.002925","mean: 0.229248, var: 0.002931","mean: 0.096652, var: 0.006550",3.270668137112202,0.32442585120050005,2.946242285911702,Moderate
ENSP00000362685,"mean: 0.118933, var: 0.001544","mean: 0.648633, var: 0.004417","mean: 0.487158, var: 0.007071","mean: 0.085480, var: 0.000853","mean: 0.122363, var: 0.001078","mean: 0.221143, var: 0.004025","mean: 0.034091, var: 0.000689","mean: 0.131970, var: 0.000316","mean: 0.240735, var: 0.011772","mean: 0.143445, var: 0.002388","mean: 0.078766, var: 0.001927",2.8893250221031392,0.19087025037665092,2.6984547717264884,Moderate
ENSP00000299163,"mean: 0.082245, var: 0.000561","mean: 0.597559, var: 0.006345","mean: 0.364648, var: 0.007877","mean: 0.144458, var: 0.001648","mean: 0.053378, var: 0.000735","mean: 0.249524, var: 0.016265","mean: 0.092862, var: 0.003916","mean: 0.252991, var: 0.017483","mean: 0.117126, var: 0.000832","mean: 0.234839, var: 0.008175","mean: 0.039744, var: 0.002320",2.951322628051809,0.30904078712981414,2.642281840921995,Moderate
ENSP00000489758,"mean: 0.155762, var: 0.001027","mean: 0.334766, var: 0.002060","mean: 0.131055, var: 0.000614","mean: 0.206274, var: 0.012359","mean: 0.105548, var: 0.001591","mean: 0.903223, var: 0.000717","mean: 0.065173, var: 0.002088","mean: 0.060059, var: 0.000100","mean: 0.070477, var: 0.000075","mean: 0.093677, var: 0.000445","mean: 0.267261, var: 0.005992",2.685470187961932,0.14271214795742876,2.542758040004503,Moderate
ENSP00000463121,"mean: 0.298218, var: 0.000854","mean: 0.397803, var: 0.004863","mean: 0.574316, var: 0.014751","mean: 0.088141, var: 0.000403","mean: 0.140735, var: 0.002258","mean: 0.238922, var: 0.010472","mean: 0.010838, var: 0.000116","mean: 0.142029, var: 0.000716","mean: 0.163025, var: 0.004195","mean: 0.155103, var: 0.004303","mean: 0.029021, var: 0.000909",2.891837348177676,0.21778493380222094,2.674052414375455,Moderate
ENSP00000243878,"mean: 0.158521, var: 0.001436","mean: 0.613623, var: 0.005653","mean: 0.316748, var: 0.004664","mean: 0.096497, var: 0.002080","mean: 0.178076, var: 0.001281","mean: 0.232324, var: 0.005503","mean: 0.004224, var: 0.000015","mean: 0.099780, var: 0.001246","mean: 0.181641, var: 0.003974","mean: 0.109711, var: 0.001276","mean: 0.098712, var: 0.002454",2.8617331704226707,0.16741543705725628,2.6943177333654145,Moderate
ENSP00000403660,"mean: 0.727637, var: 0.007801","mean: 0.270947, var: 0.000270","mean: 0.082355, var: 0.000456","mean: 0.131903, var: 0.004966","mean: 0.739062, var: 0.009121","mean: 0.101392, var: 0.001186","mean: 0.008291, var: 0.000044","mean: 0.293677, var: 0.004763","mean: 0.186108, var: 0.001727","mean: 0.242603, var: 0.000878","mean: 0.023759, var: 0.000417",2.6584689885811597,0.16708725722237866,2.491381731358781,Moderate
ENSP00000386280,"mean: 0.484131, var: 0.007291","mean: 0.290015, var: 0.002086","mean: 0.301099, var: 0.004891","mean: 0.136646, var: 0.009493","mean: 0.225513, var: 0.000964","mean: 0.555322, var: 0.007350","mean: 0.011537, var: 0.000106","mean: 0.190552, var: 0.001086","mean: 0.095654, var: 0.000405","mean: 0.094116, var: 0.000732","mean: 0.304932, var: 0.004936",3.182541565670773,0.20484019964937294,2.9777013660214,Moderate
ENSP00000357920,"mean: 0.198401, var: 0.004172","mean: 0.268286, var: 0.001756","mean: 0.227161, var: 0.010322","mean: 0.131049, var: 0.010323","mean: 0.051779, var: 0.001093","mean: 0.461035, var: 0.012726","mean: 0.131403, var: 0.009749","mean: 0.488672, var: 0.004516","mean: 0.165588, var: 0.000682","mean: 0.289136, var: 0.039986","mean: 0.857715, var: 0.007974",3.1919489663826415,0.43316314334759737,2.758785823035044,Moderate
ENSP00000356974,"mean: 0.283667, var: 0.007438","mean: 0.244019, var: 0.000365","mean: 0.165833, var: 0.000675","mean: 0.843555, var: 0.003179","mean: 0.395117, var: 0.016997","mean: 0.174109, var: 0.003525","mean: 0.010718, var: 0.000085","mean: 0.318604, var: 0.005830","mean: 0.192749, var: 0.002881","mean: 0.345410, var: 0.016063","mean: 0.044089, var: 0.000186",3.049502050908468,0.2673309242314914,2.7821711266769764,Moderate
ENSP00000432382,"mean: 0.551514, var: 0.016993","mean: 0.664551, var: 0.006864","mean: 0.327295, var: 0.001882","mean: 0.043092, var: 0.000990","mean: 0.376074, var: 0.005956","mean: 0.300439, var: 0.004412","mean: 0.009857, var: 0.000044","mean: 0.316406, var: 0.013889","mean: 0.478223, var: 0.001628","mean: 0.645898, var: 0.002571","mean: 0.057146, var: 0.001585",3.038184672275897,0.27238572472235456,2.7657989475535425,Moderate
ENSP00000319739,"mean: 0.268848, var: 0.001212","mean: 0.218774, var: 0.003417","mean: 0.178662, var: 0.000395","mean: 0.333252, var: 0.008388","mean: 0.237695, var: 0.001651","mean: 0.116650, var: 0.003055","mean: 0.007833, var: 0.000048","mean: 0.631836, var: 0.003089","mean: 0.316626, var: 0.009351","mean: 0.372168, var: 0.005725","mean: 0.058899, var: 0.001120",3.1785388660136737,0.19820324720296134,2.980335618810712,Moderate
ENSP00000463424,"mean: 0.263525, var: 0.000714","mean: 0.628906, var: 0.010389","mean: 0.394580, var: 0.011311","mean: 0.105963, var: 0.006002","mean: 0.160413, var: 0.002270","mean: 0.159723, var: 0.016000","mean: 0.031107, var: 0.001342","mean: 0.218848, var: 0.001622","mean: 0.177625, var: 0.001869","mean: 0.207007, var: 0.004475","mean: 0.101122, var: 0.009364",3.139593915622039,0.3129779512973459,2.8266159643246933,Moderate
ENSP00000420802,"mean: 0.642285, var: 0.006139","mean: 0.264478, var: 0.000252","mean: 0.114392, var: 0.000069","mean: 0.394873, var: 0.016164","mean: 0.708105, var: 0.008306","mean: 0.120215, var: 0.001784","mean: 0.004654, var: 0.000010","mean: 0.367383, var: 0.001551","mean: 0.446875, var: 0.012472","mean: 0.293066, var: 0.004999","mean: 0.057617, var: 0.000442",3.027074250165678,0.24651540003621356,2.7805588501294647,Moderate
ENSP00000360597,"mean: 0.711621, var: 0.015776","mean: 0.204663, var: 0.000210","mean: 0.120398, var: 0.000110","mean: 0.334290, var: 0.021343","mean: 0.644043, var: 0.013046","mean: 0.215906, var: 0.006225","mean: 0.005189, var: 0.000013","mean: 0.385937, var: 0.004238","mean: 0.410498, var: 0.015140","mean: 0.360449, var: 0.006652","mean: 0.077917, var: 0.000579",3.129188648180622,0.362982915287293,2.7662057328933294,Moderate
ENSP00000478061,"mean: 0.514404, var: 0.004142","mean: 0.645703, var: 0.002269","mean: 0.460742, var: 0.001684","mean: 0.096671, var: 0.002103","mean: 0.702246, var: 0.005883","mean: 0.101038, var: 0.001063","mean: 0.016475, var: 0.000154","mean: 0.234741, var: 0.001874","mean: 0.220679, var: 0.001003","mean: 0.370605, var: 0.014299","mean: 0.031072, var: 0.000495",2.9041585820024167,0.18230696865032345,2.721851613352093,Moderate
ENSP00000362328,"mean: 0.835449, var: 0.002448","mean: 0.131262, var: 0.000387","mean: 0.143860, var: 0.000586","mean: 0.161584, var: 0.001958","mean: 0.759375, var: 0.005449","mean: 0.213538, var: 0.004337","mean: 0.006425, var: 0.000018","mean: 0.321631, var: 0.000836","mean: 0.508008, var: 0.008951","mean: 0.182678, var: 0.004475","mean: 0.022650, var: 0.000091",2.6665838589222726,0.1597135088308245,2.506870350091448,Moderate
ENSP00000469035,"mean: 0.271289, var: 0.003217","mean: 0.528955, var: 0.005300","mean: 0.376611, var: 0.010480","mean: 0.113159, var: 0.002174","mean: 0.291895, var: 0.007194","mean: 0.185382, var: 0.014186","mean: 0.011748, var: 0.000223","mean: 0.145703, var: 0.002287","mean: 0.210278, var: 0.016653","mean: 0.149530, var: 0.020185","mean: 0.550543, var: 0.077688",3.25047623007282,0.5644559252925107,2.686020304780309,Moderate
ENSP00000435393,"mean: 0.310352, var: 0.001387","mean: 0.466602, var: 0.005399","mean: 0.588281, var: 0.002334","mean: 0.103540, var: 0.002030","mean: 0.185669, var: 0.001036","mean: 0.292505, var: 0.004684","mean: 0.031302, var: 0.000287","mean: 0.204456, var: 0.006405","mean: 0.236670, var: 0.002749","mean: 0.302344, var: 0.003775","mean: 0.033880, var: 0.001578",3.1883141332101306,0.17843858282787114,3.0098755503822594,Moderate
ENSP00000332049,"mean: 0.689063, var: 0.001916","mean: 0.249561, var: 0.000713","mean: 0.151831, var: 0.000456","mean: 0.271338, var: 0.004386","mean: 0.732324, var: 0.004560","mean: 0.106433, var: 0.000796","mean: 0.008323, var: 0.000041","mean: 0.334570, var: 0.004461","mean: 0.321875, var: 0.008006","mean: 0.372168, var: 0.006759","mean: 0.040353, var: 0.000298",2.9781814244714777,0.17413243754071345,2.804048986930764,Moderate
ENSP00000374550,"mean: 0.115515, var: 0.001145","mean: 0.484229, var: 0.002370","mean: 0.754199, var: 0.001178","mean: 0.152185, var: 0.004823","mean: 0.099481, var: 0.000781","mean: 0.220166, var: 0.002878","mean: 0.032658, var: 0.000563","mean: 0.181006, var: 0.002657","mean: 0.116895, var: 0.000691","mean: 0.101575, var: 0.000804","mean: 0.202332, var: 0.004216",2.890160044822225,0.1319665456852376,2.758193499136987,Moderate
ENSP00000496837,"mean: 0.162512, var: 0.003286","mean: 0.500928, var: 0.001261","mean: 0.510840, var: 0.006104","mean: 0.056808, var: 0.000807","mean: 0.143884, var: 0.002147","mean: 0.260669, var: 0.004242","mean: 0.002899, var: 0.000004","mean: 0.177417, var: 0.005014","mean: 0.175317, var: 0.006355","mean: 0.156860, var: 0.001078","mean: 0.018727, var: 0.000607",2.7711170503224403,0.17105104855210665,2.6000660017703336,Moderate
ENSP00000427011,"mean: 0.759570, var: 0.009179","mean: 0.261230, var: 0.001174","mean: 0.201685, var: 0.000962","mean: 0.098022, var: 0.001435","mean: 0.748145, var: 0.006598","mean: 0.180951, var: 0.004543","mean: 0.008600, var: 0.000040","mean: 0.186255, var: 0.002608","mean: 0.461279, var: 0.007194","mean: 0.377393, var: 0.004343","mean: 0.024126, var: 0.000256",2.804995625094622,0.20184640935082193,2.6031492157438003,Moderate
ENSP00000380217,"mean: 0.700195, var: 0.008247","mean: 0.283789, var: 0.000243","mean: 0.105811, var: 0.000053","mean: 0.351660, var: 0.017596","mean: 0.750977, var: 0.008992","mean: 0.139185, var: 0.002165","mean: 0.004665, var: 0.000011","mean: 0.366455, var: 0.001837","mean: 0.469238, var: 0.015133","mean: 0.311914, var: 0.005319","mean: 0.078217, var: 0.000982",3.012363142438578,0.27862986058844014,2.733733281850138,Moderate
ENSP00000390152,"mean: 0.327393, var: 0.008128","mean: 0.165503, var: 0.000557","mean: 0.150452, var: 0.001417","mean: 0.873242, var: 0.000647","mean: 0.414062, var: 0.010322","mean: 0.119519, var: 0.000906","mean: 0.022218, var: 0.000227","mean: 0.188062, var: 0.001025","mean: 0.214380, var: 0.006312","mean: 0.302075, var: 0.003575","mean: 0.018218, var: 0.000252",2.8491383259332284,0.17405361860708687,2.6750847073261417,Moderate
ENSP00000480722,"mean: 0.104187, var: 0.000860","mean: 0.617188, var: 0.012696","mean: 0.474805, var: 0.001473","mean: 0.106244, var: 0.002800","mean: 0.132605, var: 0.001607","mean: 0.526563, var: 0.017065","mean: 0.015707, var: 0.000320","mean: 0.113416, var: 0.001536","mean: 0.085541, var: 0.000811","mean: 0.094745, var: 0.001060","mean: 0.346808, var: 0.044020",2.8439447215480325,0.3304171603961088,2.513527561151924,Moderate
ENSP00000291691,"mean: 0.154651, var: 0.003631","mean: 0.504199, var: 0.005839","mean: 0.575586, var: 0.000434","mean: 0.327856, var: 0.004153","mean: 0.111670, var: 0.001173","mean: 0.234253, var: 0.008562","mean: 0.005157, var: 0.000027","mean: 0.098022, var: 0.000317","mean: 0.074408, var: 0.000227","mean: 0.128284, var: 0.000434","mean: 0.107617, var: 0.003951",2.853761432576197,0.15521286716620167,2.6985485654099954,Moderate
ENSP00000339326,"mean: 0.187329, var: 0.002535","mean: 0.620508, var: 0.001774","mean: 0.623340, var: 0.000764","mean: 0.284387, var: 0.013754","mean: 0.187793, var: 0.002160","mean: 0.351611, var: 0.010659","mean: 0.003927, var: 0.000027","mean: 0.149939, var: 0.002558","mean: 0.156396, var: 0.001639","mean: 0.204834, var: 0.001791","mean: 0.017599, var: 0.000314",2.93599246415813,0.19242376666294372,2.7435686974951863,Moderate
ENSP00000468486,"mean: 0.135803, var: 0.002024","mean: 0.582422, var: 0.001873","mean: 0.452246, var: 0.003532","mean: 0.230737, var: 0.001980","mean: 0.083600, var: 0.000594","mean: 0.303809, var: 0.008485","mean: 0.027106, var: 0.000511","mean: 0.095972, var: 0.001217","mean: 0.132361, var: 0.004090","mean: 0.191931, var: 0.006619","mean: 0.027695, var: 0.001912",2.85915202037739,0.1811836538825383,2.6779683664948517,Moderate
ENSP00000326693,"mean: 0.705566, var: 0.000980","mean: 0.117151, var: 0.000850","mean: 0.153101, var: 0.000050","mean: 0.041223, var: 0.000435","mean: 0.107654, var: 0.001189","mean: 0.874219, var: 0.002519","mean: 0.275903, var: 0.017750","mean: 0.213916, var: 0.007892","mean: 0.209033, var: 0.004331","mean: 0.169586, var: 0.006494","mean: 0.450684, var: 0.034240",2.9459743723213077,0.3213358823909437,2.624638489930364,Moderate
ENSP00000268125,"mean: 0.408643, var: 0.009364","mean: 0.661914, var: 0.005491","mean: 0.383008, var: 0.002328","mean: 0.108228, var: 0.001795","mean: 0.161890, var: 0.006192","mean: 0.263354, var: 0.005026","mean: 0.022724, var: 0.000427","mean: 0.387109, var: 0.022364","mean: 0.308765, var: 0.014276","mean: 0.339038, var: 0.010218","mean: 0.057846, var: 0.001381",3.2410047450343904,0.3607645390826071,2.8802402059517833,Moderate
ENSP00000359795,"mean: 0.480713, var: 0.009706","mean: 0.610840, var: 0.000366","mean: 0.404736, var: 0.003356","mean: 0.081165, var: 0.001699","mean: 0.620410, var: 0.013963","mean: 0.089526, var: 0.002928","mean: 0.018977, var: 0.000081","mean: 0.213354, var: 0.002604","mean: 0.117651, var: 0.001542","mean: 0.275049, var: 0.006160","mean: 0.017131, var: 0.000315",2.816651140416854,0.21468214907661057,2.6019689913402435,Moderate
ENSP00000440227,"mean: 0.185803, var: 0.007493","mean: 0.645703, var: 0.002845","mean: 0.230200, var: 0.000645","mean: 0.090594, var: 0.001042","mean: 0.074060, var: 0.000861","mean: 0.468677, var: 0.020343","mean: 0.190756, var: 0.011307","mean: 0.211584, var: 0.006090","mean: 0.163428, var: 0.002379","mean: 0.164807, var: 0.003114","mean: 0.193665, var: 0.017690",3.2545364150502616,0.3360287072477973,2.918507707802464,Moderate
ENSP00000371408,"mean: 0.656055, var: 0.016318","mean: 0.432520, var: 0.002524","mean: 0.358740, var: 0.003991","mean: 0.042160, var: 0.000627","mean: 0.615869, var: 0.021964","mean: 0.324512, var: 0.002197","mean: 0.016234, var: 0.000152","mean: 0.253198, var: 0.002587","mean: 0.519922, var: 0.013905","mean: 0.686914, var: 0.010575","mean: 0.208325, var: 0.012582",3.14354837993895,0.3855950886552832,2.757953291283667,Moderate
ENSP00000430457,"mean: 0.455908, var: 0.006187","mean: 0.582520, var: 0.001203","mean: 0.356494, var: 0.000886","mean: 0.059470, var: 0.000857","mean: 0.395361, var: 0.002916","mean: 0.214771, var: 0.001954","mean: 0.020055, var: 0.000172","mean: 0.185718, var: 0.001976","mean: 0.334766, var: 0.011109","mean: 0.399268, var: 0.009596","mean: 0.013393, var: 0.000174",3.0874087466829407,0.19091317420481702,2.896495572478124,Moderate
ENSP00000307695,"mean: 0.262500, var: 0.006724","mean: 0.592187, var: 0.004155","mean: 0.471631, var: 0.003034","mean: 0.095209, var: 0.002713","mean: 0.246558, var: 0.004721","mean: 0.234692, var: 0.004495","mean: 0.007939, var: 0.000069","mean: 0.182825, var: 0.004324","mean: 0.170557, var: 0.003973","mean: 0.153821, var: 0.000930","mean: 0.134271, var: 0.002246",3.133388042625779,0.2059638622061064,2.9274241804196723,Moderate
ENSP00000225972,"mean: 0.769336, var: 0.000805","mean: 0.179517, var: 0.000088","mean: 0.316968, var: 0.012231","mean: 0.091708, var: 0.005858","mean: 0.282446, var: 0.000681","mean: 0.363770, var: 0.006451","mean: 0.039911, var: 0.000507","mean: 0.579785, var: 0.006626","mean: 0.284644, var: 0.003225","mean: 0.408545, var: 0.003310","mean: 0.123694, var: 0.002457",3.2447686146469423,0.21727534069420593,3.0274932739527363,Moderate
ENSP00000329214,"mean: 0.550293, var: 0.001918","mean: 0.199023, var: 0.000200","mean: 0.171191, var: 0.000743","mean: 0.478662, var: 0.015246","mean: 0.115527, var: 0.000802","mean: 0.212744, var: 0.004762","mean: 0.016333, var: 0.000124","mean: 0.420605, var: 0.002540","mean: 0.169885, var: 0.003201","mean: 0.613281, var: 0.007326","mean: 0.028290, var: 0.000446",3.0167129804811688,0.18816525822369512,2.8285477222574738,Moderate
ENSP00000321679,"mean: 0.204834, var: 0.001632","mean: 0.601172, var: 0.002477","mean: 0.472754, var: 0.004419","mean: 0.113855, var: 0.000977","mean: 0.268262, var: 0.002904","mean: 0.218933, var: 0.007114","mean: 0.011915, var: 0.000156","mean: 0.168408, var: 0.004295","mean: 0.174927, var: 0.006792","mean: 0.254834, var: 0.006250","mean: 0.047935, var: 0.000975",3.069558513006569,0.20537201852680043,2.8641864944797684,Moderate
ENSP00000346300,"mean: 0.367212, var: 0.012793","mean: 0.640625, var: 0.004581","mean: 0.432422, var: 0.007515","mean: 0.080640, var: 0.001768","mean: 0.315820, var: 0.009004","mean: 0.092975, var: 0.000843","mean: 0.011045, var: 0.000107","mean: 0.088196, var: 0.001570","mean: 0.294012, var: 0.019002","mean: 0.301001, var: 0.006330","mean: 0.013171, var: 0.000185",2.845825558292085,0.2968277049454333,2.548997853346652,Moderate
ENSP00000279206,"mean: 0.200073, var: 0.004811","mean: 0.598975, var: 0.007238","mean: 0.347266, var: 0.003377","mean: 0.168384, var: 0.007958","mean: 0.284692, var: 0.012946","mean: 0.478174, var: 0.024075","mean: 0.011047, var: 0.000163","mean: 0.259058, var: 0.018249","mean: 0.144348, var: 0.001274","mean: 0.195679, var: 0.006988","mean: 0.797754, var: 0.017573",3.1851944566452057,0.45370637921473855,2.731488077430467,Moderate
ENSP00000407646,"mean: 0.264941, var: 0.030520","mean: 0.404102, var: 0.005935","mean: 0.471924, var: 0.003271","mean: 0.193427, var: 0.010162","mean: 0.159912, var: 0.020576","mean: 0.304639, var: 0.005132","mean: 0.023235, var: 0.000308","mean: 0.141620, var: 0.007790","mean: 0.057867, var: 0.000827","mean: 0.116943, var: 0.002265","mean: 0.017623, var: 0.000444",2.8967216209228335,0.3726441769416685,2.524077443981165,Moderate
ENSP00000352831,"mean: 0.177661, var: 0.006979","mean: 0.489160, var: 0.008000","mean: 0.541016, var: 0.003744","mean: 0.098395, var: 0.002600","mean: 0.128711, var: 0.002166","mean: 0.292065, var: 0.007519","mean: 0.055930, var: 0.006991","mean: 0.072269, var: 0.001982","mean: 0.053052, var: 0.000245","mean: 0.047205, var: 0.000390","mean: 0.058551, var: 0.004095",2.6578429214646246,0.23438284301356954,2.423460078451055,Moderate
ENSP00000274000,"mean: 0.619336, var: 0.016999","mean: 0.422607, var: 0.000238","mean: 0.396729, var: 0.001373","mean: 0.028116, var: 0.000273","mean: 0.558740, var: 0.027659","mean: 0.292334, var: 0.002971","mean: 0.054745, var: 0.001432","mean: 0.112122, var: 0.000834","mean: 0.391504, var: 0.007141","mean: 0.464062, var: 0.010612","mean: 0.148084, var: 0.004293",3.223301648458273,0.32127833550551826,2.9020233129527546,Moderate
ENSP00000457284,"mean: 0.244604, var: 0.003704","mean: 0.237939, var: 0.000284","mean: 0.126245, var: 0.000286","mean: 0.903613, var: 0.000436","mean: 0.343359, var: 0.008027","mean: 0.146265, var: 0.004608","mean: 0.008333, var: 0.000039","mean: 0.215405, var: 0.002722","mean: 0.264722, var: 0.006956","mean: 0.343701, var: 0.009383","mean: 0.025649, var: 0.000120",2.870566707876114,0.18820240345735392,2.68236430441876,Moderate
