ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Expected_Entropy,Mutual_Information,Uncertainty_Level
ENSP00000498150,"mean: 0.164380, var: 0.000288","mean: 0.560742, var: 0.002972","mean: 0.586230, var: 0.000485","mean: 0.337939, var: 0.010237","mean: 0.168677, var: 0.000558","mean: 0.436230, var: 0.003785","mean: 0.123083, var: 0.003439","mean: 0.174194, var: 0.001828","mean: 0.158752, var: 0.002150","mean: 0.145728, var: 0.001705","mean: 0.217731, var: 0.029056",3.4300193370493286,0.2534632762615689,3.17655606078776,High
ENSP00000475146,"mean: 0.333887, var: 0.008304","mean: 0.475146, var: 0.001621","mean: 0.395605, var: 0.001164","mean: 0.188184, var: 0.006482","mean: 0.266431, var: 0.004096","mean: 0.482275, var: 0.004734","mean: 0.055191, var: 0.001578","mean: 0.309814, var: 0.013710","mean: 0.311230, var: 0.008794","mean: 0.399854, var: 0.008226","mean: 0.139642, var: 0.011582",3.6327406216744533,0.3403348164311007,3.2924058052433525,High
ENSP00000413925,"mean: 0.219946, var: 0.002550","mean: 0.620215, var: 0.004955","mean: 0.423633, var: 0.006138","mean: 0.361255, var: 0.014058","mean: 0.237817, var: 0.002619","mean: 0.590430, var: 0.003271","mean: 0.017099, var: 0.000166","mean: 0.230145, var: 0.021074","mean: 0.314478, var: 0.019801","mean: 0.299487, var: 0.013694","mean: 0.179898, var: 0.008903",3.454833199344146,0.4282616056107597,3.026571593733386,High
ENSP00000368745,"mean: 0.529687, var: 0.009522","mean: 0.591113, var: 0.003393","mean: 0.393799, var: 0.000387","mean: 0.103644, var: 0.002419","mean: 0.408301, var: 0.005750","mean: 0.305127, var: 0.004107","mean: 0.014300, var: 0.000055","mean: 0.285962, var: 0.012887","mean: 0.308105, var: 0.005188","mean: 0.333594, var: 0.004849","mean: 0.072556, var: 0.001594",3.315275232104424,0.25348288889223175,3.061792343212192,High
ENSP00000474048,"mean: 0.174316, var: 0.002927","mean: 0.424512, var: 0.004774","mean: 0.408252, var: 0.003692","mean: 0.695898, var: 0.006474","mean: 0.173315, var: 0.001633","mean: 0.435498, var: 0.005540","mean: 0.021497, var: 0.000778","mean: 0.223901, var: 0.010044","mean: 0.142004, var: 0.002262","mean: 0.208472, var: 0.001872","mean: 0.397314, var: 0.008576",3.3404615237427087,0.2532951945423069,3.087166329200402,High
ENSP00000458596,"mean: 0.440576, var: 0.002728","mean: 0.497461, var: 0.000766","mean: 0.314575, var: 0.006525","mean: 0.319263, var: 0.008170","mean: 0.309570, var: 0.002007","mean: 0.658008, var: 0.006314","mean: 0.059111, var: 0.001829","mean: 0.355835, var: 0.007407","mean: 0.271704, var: 0.003815","mean: 0.411938, var: 0.013438","mean: 0.150037, var: 0.009008",3.6140493094415262,0.3076120183221122,3.306437291119414,High
ENSP00000469917,"mean: 0.226392, var: 0.002408","mean: 0.515918, var: 0.007136","mean: 0.450146, var: 0.001109","mean: 0.400391, var: 0.002270","mean: 0.117383, var: 0.000609","mean: 0.294043, var: 0.004673","mean: 0.023272, var: 0.000313","mean: 0.135730, var: 0.000859","mean: 0.282275, var: 0.010206","mean: 0.299878, var: 0.001899","mean: 0.118686, var: 0.008110",3.3446514457998195,0.20706432491695675,3.1375871208828627,High
ENSP00000432453,"mean: 0.472119, var: 0.007302","mean: 0.527539, var: 0.002542","mean: 0.383887, var: 0.001457","mean: 0.137378, var: 0.004142","mean: 0.307861, var: 0.008530","mean: 0.343213, var: 0.014902","mean: 0.021791, var: 0.000328","mean: 0.328906, var: 0.009249","mean: 0.409473, var: 0.004312","mean: 0.375928, var: 0.008478","mean: 0.144923, var: 0.007170",3.5241225859700767,0.3319521399018652,3.1921704460682117,High
ENSP00000394699,"mean: 0.504736, var: 0.005452","mean: 0.598926, var: 0.003117","mean: 0.379150, var: 0.000919","mean: 0.098059, var: 0.002629","mean: 0.490820, var: 0.009547","mean: 0.231250, var: 0.002729","mean: 0.061380, var: 0.000587","mean: 0.281885, var: 0.002120","mean: 0.346777, var: 0.002259","mean: 0.221863, var: 0.006417","mean: 0.037795, var: 0.001602",3.2888035740335724,0.20285564028841616,3.0859479337451563,High
ENSP00000472375,"mean: 0.139563, var: 0.000811","mean: 0.625537, var: 0.012720","mean: 0.327979, var: 0.002201","mean: 0.384424, var: 0.005428","mean: 0.107324, var: 0.000359","mean: 0.259668, var: 0.005302","mean: 0.172473, var: 0.021170","mean: 0.256104, var: 0.006830","mean: 0.176306, var: 0.002887","mean: 0.253247, var: 0.000539","mean: 0.134131, var: 0.002443",3.4663408228939794,0.28500403378651934,3.18133678910746,High
ENSP00000467651,"mean: 0.182935, var: 0.001034","mean: 0.353809, var: 0.003183","mean: 0.441602, var: 0.004073","mean: 0.174170, var: 0.007187","mean: 0.110175, var: 0.002631","mean: 0.512793, var: 0.006061","mean: 0.225842, var: 0.004844","mean: 0.158887, var: 0.000651","mean: 0.091461, var: 0.000699","mean: 0.170789, var: 0.001253","mean: 0.126477, var: 0.005366",3.3396168133586532,0.2019643762511306,3.1376524371075227,High
ENSP00000460067,"mean: 0.175977, var: 0.001680","mean: 0.425098, var: 0.004220","mean: 0.544531, var: 0.004975","mean: 0.413672, var: 0.009932","mean: 0.143213, var: 0.001398","mean: 0.438281, var: 0.002570","mean: 0.042116, var: 0.000689","mean: 0.181860, var: 0.001146","mean: 0.171143, var: 0.001690","mean: 0.168408, var: 0.000707","mean: 0.145789, var: 0.010192",3.3315845481587694,0.20594818884355665,3.1256363593152128,High
ENSP00000436824,"mean: 0.212134, var: 0.001741","mean: 0.529492, var: 0.003404","mean: 0.489795, var: 0.000331","mean: 0.112064, var: 0.006861","mean: 0.109412, var: 0.002472","mean: 0.388184, var: 0.009054","mean: 0.041449, var: 0.002250","mean: 0.310718, var: 0.005007","mean: 0.323437, var: 0.007737","mean: 0.275488, var: 0.000552","mean: 0.093970, var: 0.006304",3.307475171992673,0.23860891227193948,3.0688662597207337,High
ENSP00000428991,"mean: 0.363672, var: 0.002590","mean: 0.346680, var: 0.002640","mean: 0.401514, var: 0.003037","mean: 0.443359, var: 0.002255","mean: 0.177979, var: 0.001053","mean: 0.518164, var: 0.003156","mean: 0.057877, var: 0.001002","mean: 0.283472, var: 0.001585","mean: 0.352417, var: 0.015146","mean: 0.474463, var: 0.007124","mean: 0.086508, var: 0.003317",3.565295751413925,0.22259888021221497,3.34269687120171,High
ENSP00000363959,"mean: 0.257690, var: 0.009118","mean: 0.348682, var: 0.002789","mean: 0.576562, var: 0.006980","mean: 0.292957, var: 0.013178","mean: 0.098364, var: 0.000597","mean: 0.293042, var: 0.011268","mean: 0.016240, var: 0.000624","mean: 0.294287, var: 0.016414","mean: 0.287915, var: 0.013198","mean: 0.203723, var: 0.016472","mean: 0.280151, var: 0.016614",3.447728701734658,0.4708117549675175,2.9769169467671404,High
ENSP00000357457,"mean: 0.293213, var: 0.002151","mean: 0.666699, var: 0.000825","mean: 0.354346, var: 0.000303","mean: 0.166492, var: 0.003109","mean: 0.274072, var: 0.003761","mean: 0.335596, var: 0.002578","mean: 0.013789, var: 0.000096","mean: 0.186963, var: 0.001149","mean: 0.291406, var: 0.008878","mean: 0.483447, var: 0.009246","mean: 0.117531, var: 0.006711",3.3522120398300626,0.20333219754904872,3.148879842281014,High
ENSP00000497364,"mean: 0.276685, var: 0.000736","mean: 0.488477, var: 0.002727","mean: 0.441992, var: 0.001802","mean: 0.217920, var: 0.001796","mean: 0.156104, var: 0.000587","mean: 0.187292, var: 0.005038","mean: 0.039021, var: 0.001142","mean: 0.283911, var: 0.002335","mean: 0.478467, var: 0.012585","mean: 0.321753, var: 0.002776","mean: 0.131160, var: 0.018984",3.4700736677060284,0.24371880386612987,3.2263548638398984,High
ENSP00000482839,"mean: 0.341040, var: 0.010103","mean: 0.433105, var: 0.002923","mean: 0.387988, var: 0.003618","mean: 0.335596, var: 0.007008","mean: 0.280933, var: 0.005674","mean: 0.518359, var: 0.003764","mean: 0.020840, var: 0.000391","mean: 0.343408, var: 0.002409","mean: 0.336548, var: 0.010269","mean: 0.390918, var: 0.009001","mean: 0.213904, var: 0.009379",3.671618487848126,0.31973689556969503,3.351881592278431,High
ENSP00000479315,"mean: 0.217603, var: 0.003690","mean: 0.414453, var: 0.003575","mean: 0.413379, var: 0.002588","mean: 0.527832, var: 0.005366","mean: 0.166028, var: 0.004457","mean: 0.627148, var: 0.000568","mean: 0.066476, var: 0.002828","mean: 0.277954, var: 0.003382","mean: 0.262671, var: 0.010086","mean: 0.407642, var: 0.017096","mean: 0.270361, var: 0.020411",3.59675184557489,0.3438531197348581,3.2528987258400317,High
ENSP00000464077,"mean: 0.217847, var: 0.003041","mean: 0.519727, var: 0.004301","mean: 0.443945, var: 0.003786","mean: 0.309155, var: 0.015661","mean: 0.126416, var: 0.002296","mean: 0.555566, var: 0.005521","mean: 0.109406, var: 0.002697","mean: 0.230322, var: 0.002318","mean: 0.303540, var: 0.009833","mean: 0.337183, var: 0.009104","mean: 0.053903, var: 0.002242",3.4496895476191076,0.30184760759145424,3.1478419400276536,High
ENSP00000462344,"mean: 0.628906, var: 0.013720","mean: 0.243091, var: 0.002099","mean: 0.325879, var: 0.001089","mean: 0.195679, var: 0.004614","mean: 0.361621, var: 0.005351","mean: 0.403711, var: 0.001991","mean: 0.025246, var: 0.000357","mean: 0.547168, var: 0.012631","mean: 0.429395, var: 0.016136","mean: 0.472900, var: 0.014407","mean: 0.220251, var: 0.005859",3.5272872579704178,0.3602408540954474,3.1670464038749704,High
ENSP00000431638,"mean: 0.447754, var: 0.003001","mean: 0.493994, var: 0.005759","mean: 0.341895, var: 0.001554","mean: 0.095654, var: 0.002543","mean: 0.283716, var: 0.006073","mean: 0.432178, var: 0.004507","mean: 0.037944, var: 0.000471","mean: 0.448730, var: 0.024670","mean: 0.706348, var: 0.003725","mean: 0.416504, var: 0.005852","mean: 0.090775, var: 0.003388",3.3314611747465075,0.29284200491447315,3.0386191698320344,High
ENSP00000451256,"mean: 0.475830, var: 0.018862","mean: 0.571094, var: 0.000446","mean: 0.305688, var: 0.005801","mean: 0.115686, var: 0.002405","mean: 0.458740, var: 0.011277","mean: 0.189917, var: 0.002127","mean: 0.009236, var: 0.000119","mean: 0.187451, var: 0.001584","mean: 0.327051, var: 0.009937","mean: 0.245312, var: 0.006245","mean: 0.117499, var: 0.007398",3.277061906302503,0.3114882718895746,2.9655736344129284,High
ENSP00000417662,"mean: 0.202197, var: 0.001635","mean: 0.530225, var: 0.002173","mean: 0.458936, var: 0.002205","mean: 0.334424, var: 0.011521","mean: 0.150562, var: 0.000569","mean: 0.500537, var: 0.002864","mean: 0.055304, var: 0.001298","mean: 0.234033, var: 0.003565","mean: 0.214014, var: 0.002178","mean: 0.169556, var: 0.002421","mean: 0.259570, var: 0.008728",3.4957584238077666,0.20778852108674312,3.2879699027210236,High
ENSP00000335674,"mean: 0.281128, var: 0.003195","mean: 0.415332, var: 0.003307","mean: 0.469482, var: 0.001439","mean: 0.214319, var: 0.011851","mean: 0.199414, var: 0.000930","mean: 0.543652, var: 0.002573","mean: 0.031975, var: 0.000845","mean: 0.268652, var: 0.003470","mean: 0.206860, var: 0.002907","mean: 0.193237, var: 0.004240","mean: 0.201135, var: 0.009351",3.488996721023379,0.2305236342821811,3.2584730867411977,High
ENSP00000497176,"mean: 0.230396, var: 0.003251","mean: 0.417578, var: 0.004006","mean: 0.434326, var: 0.005798","mean: 0.523389, var: 0.003684","mean: 0.220801, var: 0.001587","mean: 0.507129, var: 0.003292","mean: 0.038420, var: 0.001351","mean: 0.293799, var: 0.002798","mean: 0.199341, var: 0.003014","mean: 0.320581, var: 0.008271","mean: 0.240308, var: 0.021064",3.595700812699145,0.28413639419833003,3.311564418500815,High
ENSP00000467906,"mean: 0.196069, var: 0.001087","mean: 0.491650, var: 0.007137","mean: 0.468311, var: 0.000920","mean: 0.355420, var: 0.009449","mean: 0.185327, var: 0.001242","mean: 0.500146, var: 0.002696","mean: 0.049802, var: 0.002288","mean: 0.231104, var: 0.005892","mean: 0.129614, var: 0.002059","mean: 0.271338, var: 0.004446","mean: 0.197009, var: 0.007147",3.477109618772428,0.2337206268326817,3.2433889919397463,High
ENSP00000420273,"mean: 0.471387, var: 0.005183","mean: 0.461377, var: 0.001617","mean: 0.344238, var: 0.000267","mean: 0.187793, var: 0.001819","mean: 0.509375, var: 0.013455","mean: 0.395410, var: 0.002390","mean: 0.130371, var: 0.001759","mean: 0.196484, var: 0.001651","mean: 0.232227, var: 0.002219","mean: 0.408643, var: 0.000546","mean: 0.251099, var: 0.008118",3.7401509286952312,0.20221122279806528,3.5379397058971658,High
ENSP00000378422,"mean: 0.167383, var: 0.000938","mean: 0.515479, var: 0.003117","mean: 0.500684, var: 0.004722","mean: 0.496973, var: 0.006009","mean: 0.131689, var: 0.000491","mean: 0.362793, var: 0.000423","mean: 0.040892, var: 0.000835","mean: 0.244287, var: 0.000605","mean: 0.211877, var: 0.006050","mean: 0.195557, var: 0.000706","mean: 0.195081, var: 0.006532",3.411218824846191,0.16686366237801492,3.2443551624681763,High
ENSP00000455941,"mean: 0.194824, var: 0.004003","mean: 0.307959, var: 0.002284","mean: 0.358423, var: 0.006423","mean: 0.533398, var: 0.017414","mean: 0.130383, var: 0.002041","mean: 0.583008, var: 0.006120","mean: 0.056015, var: 0.004215","mean: 0.193237, var: 0.003029","mean: 0.138000, var: 0.001911","mean: 0.278125, var: 0.012657","mean: 0.247900, var: 0.006220",3.418627285620815,0.3222592710612143,3.0963680145596006,High
ENSP00000429166,"mean: 0.207666, var: 0.001835","mean: 0.517285, var: 0.008274","mean: 0.298438, var: 0.002850","mean: 0.339453, var: 0.005555","mean: 0.123438, var: 0.001619","mean: 0.468896, var: 0.004503","mean: 0.086780, var: 0.004310","mean: 0.236987, var: 0.001496","mean: 0.148242, var: 0.000826","mean: 0.272412, var: 0.003911","mean: 0.331592, var: 0.028172",3.5649617499310415,0.2928324879330433,3.272129261997998,High
ENSP00000437580,"mean: 0.245312, var: 0.003228","mean: 0.587402, var: 0.006030","mean: 0.536768, var: 0.014484","mean: 0.117206, var: 0.001025","mean: 0.213892, var: 0.002071","mean: 0.381592, var: 0.009459","mean: 0.118433, var: 0.006556","mean: 0.134644, var: 0.003813","mean: 0.326587, var: 0.014763","mean: 0.269531, var: 0.014009","mean: 0.074289, var: 0.004873",3.3746153144878925,0.37677188496276875,2.997843429525124,High
ENSP00000427092,"mean: 0.372266, var: 0.002238","mean: 0.522119, var: 0.001299","mean: 0.348340, var: 0.001823","mean: 0.178882, var: 0.002163","mean: 0.366846, var: 0.005496","mean: 0.262231, var: 0.001284","mean: 0.080731, var: 0.001064","mean: 0.186353, var: 0.000450","mean: 0.282764, var: 0.004240","mean: 0.473145, var: 0.003018","mean: 0.136182, var: 0.006995",3.6002810080794596,0.1703541099091481,3.4299268981703115,High
ENSP00000422831,"mean: 0.352734, var: 0.003798","mean: 0.557324, var: 0.001029","mean: 0.377100, var: 0.000819","mean: 0.063893, var: 0.001116","mean: 0.274048, var: 0.002754","mean: 0.238953, var: 0.008528","mean: 0.047227, var: 0.001421","mean: 0.200269, var: 0.001462","mean: 0.265308, var: 0.002436","mean: 0.333813, var: 0.005390","mean: 0.080699, var: 0.004858",3.321310506767675,0.1860703388346262,3.135240167933049,High
ENSP00000451268,"mean: 0.371875, var: 0.007732","mean: 0.504541, var: 0.003540","mean: 0.409155, var: 0.007008","mean: 0.069312, var: 0.001399","mean: 0.209888, var: 0.000979","mean: 0.281934, var: 0.007125","mean: 0.053839, var: 0.000284","mean: 0.261206, var: 0.009179","mean: 0.267017, var: 0.004239","mean: 0.220300, var: 0.004552","mean: 0.042750, var: 0.002447",3.276856822823475,0.25134405220162126,3.025512770621854,High
ENSP00000346473,"mean: 0.260718, var: 0.000692","mean: 0.422266, var: 0.002773","mean: 0.364185, var: 0.006085","mean: 0.528223, var: 0.001417","mean: 0.192334, var: 0.001612","mean: 0.393994, var: 0.000949","mean: 0.156116, var: 0.004494","mean: 0.369775, var: 0.006698","mean: 0.204956, var: 0.005045","mean: 0.261621, var: 0.000773","mean: 0.207690, var: 0.011548",3.763442240165464,0.2202245195018108,3.543217720663653,High
ENSP00000435724,"mean: 0.338574, var: 0.001774","mean: 0.407959, var: 0.002547","mean: 0.461963, var: 0.000077","mean: 0.151208, var: 0.003403","mean: 0.303003, var: 0.003191","mean: 0.377832, var: 0.003048","mean: 0.143298, var: 0.005374","mean: 0.302881, var: 0.002595","mean: 0.201367, var: 0.004969","mean: 0.266016, var: 0.002766","mean: 0.316235, var: 0.006202",3.7836097099482693,0.20022585829015443,3.5833838516581147,High
ENSP00000481500,"mean: 0.245679, var: 0.000512","mean: 0.439795, var: 0.003068","mean: 0.401807, var: 0.000387","mean: 0.247363, var: 0.004485","mean: 0.151514, var: 0.000456","mean: 0.425830, var: 0.003515","mean: 0.047562, var: 0.001481","mean: 0.413867, var: 0.011892","mean: 0.289551, var: 0.009710","mean: 0.319873, var: 0.011775","mean: 0.270190, var: 0.006762",3.654528317815138,0.2657400900659683,3.3887882277491697,High
ENSP00000386558,"mean: 0.348975, var: 0.004846","mean: 0.437793, var: 0.002226","mean: 0.434619, var: 0.001376","mean: 0.130200, var: 0.004750","mean: 0.166602, var: 0.001931","mean: 0.220837, var: 0.006071","mean: 0.071634, var: 0.003139","mean: 0.159058, var: 0.001092","mean: 0.245630, var: 0.001901","mean: 0.206836, var: 0.004006","mean: 0.079916, var: 0.006964",3.3426972615155863,0.2111085544768081,3.1315887070387785,High
ENSP00000505003,"mean: 0.204907, var: 0.001219","mean: 0.494678, var: 0.004663","mean: 0.339966, var: 0.003708","mean: 0.329065, var: 0.014399","mean: 0.123791, var: 0.000841","mean: 0.464844, var: 0.005770","mean: 0.172266, var: 0.010222","mean: 0.211060, var: 0.004074","mean: 0.198999, var: 0.001935","mean: 0.231689, var: 0.001758","mean: 0.231549, var: 0.028315",3.650389913611301,0.34414960380440096,3.3062403098069,High
ENSP00000393196,"mean: 0.236328, var: 0.004098","mean: 0.459082, var: 0.004223","mean: 0.445166, var: 0.003260","mean: 0.419678, var: 0.005348","mean: 0.193286, var: 0.003212","mean: 0.499463, var: 0.000969","mean: 0.025354, var: 0.000547","mean: 0.231567, var: 0.000598","mean: 0.242798, var: 0.006020","mean: 0.395117, var: 0.009941","mean: 0.157349, var: 0.005629",3.5209009176544765,0.23174225417545186,3.2891586634790246,High
ENSP00000442180,"mean: 0.204736, var: 0.000365","mean: 0.497705, var: 0.002087","mean: 0.513574, var: 0.003065","mean: 0.343506, var: 0.009880","mean: 0.118091, var: 0.001003","mean: 0.395459, var: 0.000757","mean: 0.052400, var: 0.001833","mean: 0.226587, var: 0.000962","mean: 0.268066, var: 0.004513","mean: 0.273413, var: 0.001106","mean: 0.175018, var: 0.012472",3.503837729832498,0.19630730634762822,3.3075304234848697,High
ENSP00000422612,"mean: 0.426563, var: 0.002927","mean: 0.483301, var: 0.000563","mean: 0.314502, var: 0.001189","mean: 0.239014, var: 0.003211","mean: 0.383838, var: 0.007151","mean: 0.363086, var: 0.002302","mean: 0.212952, var: 0.002564","mean: 0.148962, var: 0.000627","mean: 0.230078, var: 0.004104","mean: 0.471631, var: 0.003552","mean: 0.126526, var: 0.007404",3.7232133165311696,0.19587941094648248,3.5273339055846873,High
ENSP00000484730,"mean: 0.278101, var: 0.002271","mean: 0.228271, var: 0.001350","mean: 0.214697, var: 0.001984","mean: 0.802344, var: 0.000833","mean: 0.221851, var: 0.000316","mean: 0.283252, var: 0.002519","mean: 0.040063, var: 0.000462","mean: 0.346582, var: 0.003945","mean: 0.261865, var: 0.008672","mean: 0.317676, var: 0.001412","mean: 0.072375, var: 0.002053",3.2928342647898416,0.1471500972475478,3.145684167542294,High
ENSP00000440305,"mean: 0.315820, var: 0.001025","mean: 0.347656, var: 0.002377","mean: 0.256152, var: 0.001241","mean: 0.238379, var: 0.003091","mean: 0.159827, var: 0.000598","mean: 0.545410, var: 0.001729","mean: 0.557275, var: 0.003465","mean: 0.357910, var: 0.006162","mean: 0.188403, var: 0.001244","mean: 0.199683, var: 0.002430","mean: 0.216504, var: 0.016092",3.706746092312963,0.2034142383458405,3.5033318539671225,High
ENSP00000421230,"mean: 0.382812, var: 0.003076","mean: 0.510840, var: 0.000817","mean: 0.313623, var: 0.001866","mean: 0.239038, var: 0.003487","mean: 0.371045, var: 0.007133","mean: 0.275757, var: 0.000789","mean: 0.102234, var: 0.001086","mean: 0.177930, var: 0.000163","mean: 0.265210, var: 0.003868","mean: 0.490332, var: 0.002829","mean: 0.116013, var: 0.006053",3.631232462084805,0.1737829002257954,3.4574495618590095,High
ENSP00000333624,"mean: 0.227710, var: 0.001283","mean: 0.479248, var: 0.004041","mean: 0.413672, var: 0.002694","mean: 0.435986, var: 0.006885","mean: 0.153345, var: 0.001255","mean: 0.493848, var: 0.002472","mean: 0.043027, var: 0.000961","mean: 0.217188, var: 0.001152","mean: 0.242163, var: 0.005126","mean: 0.253467, var: 0.002596","mean: 0.315942, var: 0.009500",3.574812094430547,0.20544556616623016,3.369366528264317,High
ENSP00000472837,"mean: 0.176978, var: 0.006567","mean: 0.646191, var: 0.003248","mean: 0.517725, var: 0.007804","mean: 0.445947, var: 0.011949","mean: 0.176733, var: 0.002133","mean: 0.332080, var: 0.001544","mean: 0.018333, var: 0.000264","mean: 0.207593, var: 0.004981","mean: 0.152191, var: 0.006648","mean: 0.140155, var: 0.004067","mean: 0.383479, var: 0.072795",3.2911364159369554,0.4405279662797845,2.850608449657171,High
ENSP00000471034,"mean: 0.231934, var: 0.000652","mean: 0.256714, var: 0.009451","mean: 0.326318, var: 0.005826","mean: 0.588428, var: 0.018640","mean: 0.078809, var: 0.002610","mean: 0.673730, var: 0.018308","mean: 0.049425, var: 0.002032","mean: 0.341187, var: 0.039707","mean: 0.159787, var: 0.030857","mean: 0.459473, var: 0.012851","mean: 0.326797, var: 0.079739",3.363163094839033,0.7474659712854419,2.6156971235535913,High
ENSP00000430836,"mean: 0.211548, var: 0.001453","mean: 0.504443, var: 0.003556","mean: 0.506689, var: 0.003906","mean: 0.075912, var: 0.001874","mean: 0.155054, var: 0.000675","mean: 0.354761, var: 0.005595","mean: 0.053900, var: 0.001452","mean: 0.216797, var: 0.005443","mean: 0.155200, var: 0.000415","mean: 0.238574, var: 0.002641","mean: 0.413208, var: 0.012074",3.355734287765071,0.2070088642174498,3.148725423547621,High
ENSP00000412812,"mean: 0.564697, var: 0.004248","mean: 0.584570, var: 0.002352","mean: 0.360059, var: 0.001599","mean: 0.086566, var: 0.002236","mean: 0.521289, var: 0.008521","mean: 0.278345, var: 0.001986","mean: 0.059979, var: 0.000655","mean: 0.297778, var: 0.003599","mean: 0.365869, var: 0.002531","mean: 0.259253, var: 0.005927","mean: 0.038908, var: 0.001783",3.2853934945423844,0.1962078010235862,3.089185693518798,High
ENSP00000489222,"mean: 0.299609, var: 0.001290","mean: 0.238354, var: 0.001214","mean: 0.226709, var: 0.002435","mean: 0.659473, var: 0.003815","mean: 0.157959, var: 0.001066","mean: 0.300098, var: 0.004589","mean: 0.113977, var: 0.003701","mean: 0.478564, var: 0.010311","mean: 0.286328, var: 0.008400","mean: 0.373389, var: 0.002022","mean: 0.134552, var: 0.009011",3.5626536655884005,0.2476534804191689,3.3150001851692315,High
ENSP00000294521,"mean: 0.520312, var: 0.006164","mean: 0.620508, var: 0.001340","mean: 0.269189, var: 0.001903","mean: 0.203760, var: 0.004489","mean: 0.620313, var: 0.006663","mean: 0.248547, var: 0.008033","mean: 0.037177, var: 0.000294","mean: 0.250806, var: 0.003459","mean: 0.360059, var: 0.007235","mean: 0.319922, var: 0.000910","mean: 0.161366, var: 0.006265",3.451709439495603,0.24437157344272734,3.207337866052876,High
ENSP00000464183,"mean: 0.433203, var: 0.003587","mean: 0.337451, var: 0.000776","mean: 0.386865, var: 0.002581","mean: 0.106274, var: 0.000834","mean: 0.185449, var: 0.002746","mean: 0.351123, var: 0.003103","mean: 0.027930, var: 0.000214","mean: 0.498682, var: 0.007524","mean: 0.526367, var: 0.009703","mean: 0.472461, var: 0.003313","mean: 0.083133, var: 0.005476",3.360324687527379,0.21217202208773278,3.148152665439646,High
ENSP00000403920,"mean: 0.228674, var: 0.009228","mean: 0.660547, var: 0.004365","mean: 0.420703, var: 0.004821","mean: 0.063889, var: 0.001594","mean: 0.182397, var: 0.007281","mean: 0.108746, var: 0.001287","mean: 0.074344, var: 0.000894","mean: 0.195795, var: 0.007576","mean: 0.447803, var: 0.016252","mean: 0.394482, var: 0.003961","mean: 0.284666, var: 0.088551",3.2998247635424414,0.4941402320561475,2.805684531486294,High
ENSP00000454778,"mean: 0.272241, var: 0.009930","mean: 0.570996, var: 0.002999","mean: 0.484424, var: 0.003805","mean: 0.150113, var: 0.006358","mean: 0.274072, var: 0.004543","mean: 0.348242, var: 0.006626","mean: 0.008470, var: 0.000082","mean: 0.303613, var: 0.010344","mean: 0.257959, var: 0.002296","mean: 0.211426, var: 0.000863","mean: 0.088571, var: 0.003299",3.327112810738744,0.26126994796977066,3.0658428627689736,High
ENSP00000451544,"mean: 0.219727, var: 0.001000","mean: 0.513330, var: 0.000966","mean: 0.271851, var: 0.002463","mean: 0.160950, var: 0.005012","mean: 0.085291, var: 0.000507","mean: 0.407568, var: 0.017257","mean: 0.215137, var: 0.010641","mean: 0.152942, var: 0.000890","mean: 0.306006, var: 0.002157","mean: 0.370166, var: 0.009332","mean: 0.094611, var: 0.012743",3.470184097091409,0.29589701708269156,3.1742870800087175,High
ENSP00000482082,"mean: 0.130713, var: 0.000179","mean: 0.531934, var: 0.004428","mean: 0.488672, var: 0.004560","mean: 0.471289, var: 0.005882","mean: 0.075604, var: 0.000444","mean: 0.343945, var: 0.000397","mean: 0.118756, var: 0.004430","mean: 0.153345, var: 0.000981","mean: 0.179810, var: 0.003008","mean: 0.234253, var: 0.000644","mean: 0.093250, var: 0.003829",3.278826444592088,0.16117981674523854,3.1176466278468493,High
ENSP00000418261,"mean: 0.275928, var: 0.001590","mean: 0.423535, var: 0.005854","mean: 0.188647, var: 0.000756","mean: 0.160535, var: 0.007188","mean: 0.073932, var: 0.000171","mean: 0.734570, var: 0.008632","mean: 0.318237, var: 0.024531","mean: 0.201917, var: 0.004961","mean: 0.145837, var: 0.002443","mean: 0.111139, var: 0.002456","mean: 0.332935, var: 0.043318",3.3251340471270416,0.40647209221650277,2.918661954910539,High
ENSP00000429362,"mean: 0.267065, var: 0.001318","mean: 0.408301, var: 0.003217","mean: 0.429932, var: 0.001585","mean: 0.270044, var: 0.001011","mean: 0.157935, var: 0.000567","mean: 0.324951, var: 0.005242","mean: 0.100977, var: 0.003888","mean: 0.282129, var: 0.003922","mean: 0.283032, var: 0.008074","mean: 0.318945, var: 0.007105","mean: 0.308203, var: 0.008379",3.764529685861332,0.23359621769076855,3.5309334681705637,High
ENSP00000504761,"mean: 0.574316, var: 0.010043","mean: 0.223340, var: 0.000730","mean: 0.204028, var: 0.000094","mean: 0.317407, var: 0.023584","mean: 0.268750, var: 0.000327","mean: 0.261865, var: 0.007198","mean: 0.012458, var: 0.000175","mean: 0.607080, var: 0.014796","mean: 0.359863, var: 0.012963","mean: 0.519482, var: 0.008881","mean: 0.098654, var: 0.001808",3.3399916484398013,0.3524205336551485,2.987571114784653,High
